msoa11cd,"1. Higher managerial, administrative and professional occupations","2. Lower managerial, administrative and professional occupations",3. Intermediate occupations,4. Small employers and own account workers,5. Lower supervisory and technical occupations,6. Semi-routine occupations,7. Routine occupations,8. Never worked and long-term unemployed
E02004350,6,40,59,4,4,104,30,48
E02004351,2,16,38,3,11,78,25,60
E02004352,2,25,45,2,10,97,35,63
E02004353,3,27,52,1,6,63,28,34
E02004354,6,37,56,3,15,104,44,43
E02004355,6,34,35,5,6,86,52,107
E02002483,8,42,62,8,10,71,40,34
E02002484,4,42,63,4,18,128,60,125
E02002485,3,26,50,6,13,96,44,109
E02002487,1,24,64,3,8,79,29,80
E02002488,3,24,36,3,7,29,21,30
E02002489,8,38,56,5,10,85,42,104
E02002490,3,23,50,6,5,73,35,94
E02002491,2,16,49,4,11,53,26,42
E02002492,3,27,41,2,6,79,32,41
E02002493,3,29,37,2,5,50,21,18
E02002494,4,28,48,2,13,113,47,114
E02006909,5,42,57,2,13,62,31,22
E02002496,11,35,54,7,15,75,42,181
E02002497,2,16,27,2,14,112,53,138
E02002498,7,36,53,3,13,91,39,151
E02002499,2,23,45,6,14,90,44,128
E02002500,2,31,49,5,5,70,20,50
E02002501,1,20,31,1,7,72,21,51
E02002502,1,23,52,1,8,126,40,126
E02002503,5,26,34,1,10,95,26,57
E02002504,10,64,61,6,8,86,30,64
E02002505,1,17,42,1,9,109,40,90
E02002506,7,24,25,0,3,78,41,68
E02002507,6,35,35,1,6,45,12,24
E02002508,3,18,24,2,2,46,9,8
E02002509,3,15,34,1,1,64,28,44
E02002510,1,22,41,2,6,47,16,15
E02002512,5,24,19,1,3,32,13,7
E02002513,5,34,61,2,15,99,31,76
E02002514,7,37,52,2,8,60,42,35
E02006811,7,44,56,7,9,56,25,24
E02005702,13,20,28,7,19,28,22,10
E02005703,6,23,25,6,24,69,36,32
E02005704,5,33,54,9,19,98,64,56
E02005705,4,15,18,1,9,35,18,16
E02005706,8,36,38,9,19,184,63,41
E02005707,5,18,12,6,11,43,18,12
E02005708,2,32,35,8,21,59,79,25
E02005709,3,32,54,3,9,90,53,98
E02005710,5,41,86,1,17,94,50,72
E02005711,6,26,83,1,8,88,47,54
E02005712,5,28,52,7,6,64,42,58
E02005713,4,16,51,4,4,54,17,13
E02005714,2,16,29,2,4,36,8,6
E02005715,2,31,64,3,19,100,45,63
E02005716,3,42,83,4,12,75,30,35
E02005717,3,30,41,1,9,63,23,22
E02005718,2,24,70,0,10,59,30,11
E02005719,8,41,50,4,14,58,33,31
E02005720,6,37,65,6,17,106,51,58
E02005721,3,18,32,2,8,38,23,18
E02005722,6,25,10,2,8,26,27,8
E02005723,1,20,27,1,11,34,42,26
E02005724,3,19,14,0,4,20,15,8
E02005725,7,23,26,5,5,25,11,10
E02005726,17,25,24,4,8,46,16,8
E02005727,2,20,33,2,13,48,22,10
E02005728,7,21,31,6,23,56,42,10
E02005729,2,15,13,1,8,31,16,5
E02005730,9,73,47,3,29,127,46,38
E02005731,7,47,52,7,26,125,43,44
E02005732,2,25,29,5,12,42,27,12
E02005733,4,22,30,4,16,42,33,11
E02005734,0,15,31,3,14,53,31,67
E02005735,1,33,66,6,19,102,57,114
E02005736,4,33,54,4,19,77,42,102
E02005737,3,29,45,3,10,62,19,42
E02005738,3,16,28,2,8,45,20,13
E02005739,4,39,55,5,22,79,33,50
E02005740,9,38,69,4,22,95,58,87
E02005741,6,37,40,3,6,59,27,26
E02002515,7,29,55,6,12,109,45,62
E02002516,1,29,38,5,6,58,19,44
E02002517,1,23,32,3,5,58,25,56
E02002518,6,51,59,4,14,92,25,40
E02002519,3,32,35,3,11,89,30,69
E02002520,11,44,84,6,19,103,36,34
E02002521,1,17,11,2,5,48,22,15
E02002523,0,20,49,0,12,107,44,182
E02002524,2,10,23,7,9,53,28,54
E02002525,5,32,63,2,10,79,33,56
E02002526,1,25,37,2,14,64,30,50
E02002527,0,12,24,2,8,60,52,76
E02002529,4,22,49,2,8,51,26,33
E02002530,2,24,25,5,22,68,44,37
E02002532,5,22,28,3,11,78,21,52
E02002533,2,10,25,1,6,35,26,17
E02002534,8,24,27,2,2,28,17,10
E02006812,2,28,62,5,14,63,29,49
E02006910,7,43,85,3,22,112,37,82
E02002535,8,49,65,6,14,103,37,22
E02002536,2,40,74,3,14,105,48,50
E02002537,7,38,70,4,8,110,67,112
E02002538,4,27,39,4,13,56,18,33
E02002539,4,30,54,5,14,36,20,11
E02002540,5,20,40,3,4,50,12,6
E02002541,2,28,37,2,9,52,22,22
E02002542,5,21,38,5,12,101,56,81
E02002543,4,34,52,1,12,127,39,82
E02002544,3,28,51,4,12,98,48,89
E02002545,4,22,32,2,9,49,20,13
E02002546,5,27,64,8,7,90,39,119
E02002547,4,15,28,3,9,34,17,13
E02002548,11,35,84,4,15,121,71,154
E02002549,1,41,47,2,5,53,26,17
E02002550,4,25,36,2,7,51,19,34
E02002551,7,26,53,4,10,79,41,70
E02002552,4,33,63,2,10,80,37,37
E02002553,5,26,59,6,8,67,20,40
E02002554,2,16,36,2,7,77,30,60
E02002555,8,42,46,5,10,64,33,34
E02002556,8,32,44,0,5,46,13,18
E02002557,15,57,95,4,6,76,33,33
E02002558,10,49,52,6,11,58,31,17
E02001682,12,27,45,2,9,61,23,30
E02001683,9,39,66,3,12,67,26,25
E02001684,11,46,65,3,11,92,29,58
E02001685,8,51,58,4,16,84,36,34
E02001686,4,23,41,1,6,58,21,26
E02001688,16,48,55,4,12,93,44,69
E02001689,9,66,76,5,12,89,47,54
E02001690,5,36,38,1,14,77,36,34
E02001691,7,64,44,3,21,100,54,60
E02001692,2,17,55,1,9,79,29,55
E02001693,2,24,48,3,7,63,25,31
E02001694,4,23,42,3,11,57,22,21
E02001695,3,24,54,2,8,46,19,21
E02001696,8,27,77,1,8,104,40,51
E02001697,8,36,58,1,5,52,16,18
E02001698,3,26,29,1,5,35,13,7
E02001699,2,40,57,2,9,64,24,23
E02001700,6,41,60,2,13,69,36,35
E02001701,4,24,36,3,4,34,14,10
E02001702,3,17,48,1,13,87,30,59
E02001703,2,32,20,0,5,48,14,6
E02001704,5,34,58,3,9,73,26,29
E02001705,3,23,37,6,8,99,26,41
E02001706,2,17,45,0,10,63,30,34
E02001707,5,34,63,2,9,53,34,40
E02006841,55,71,73,4,21,61,20,59
E02006842,7,32,43,2,6,52,23,33
E02001708,8,43,71,4,10,76,30,39
E02001709,15,27,30,6,8,34,11,21
E02001710,12,46,59,5,20,88,37,83
E02001711,4,38,67,4,11,102,48,76
E02001712,41,59,42,2,14,48,23,19
E02001713,20,40,31,4,10,40,21,25
E02001714,19,50,57,1,8,50,20,21
E02001715,12,37,75,6,22,109,46,99
E02001718,1,11,34,0,12,72,26,35
E02001719,24,42,64,0,12,52,35,41
E02001720,68,52,47,3,10,45,21,10
E02001721,8,26,61,5,20,100,38,54
E02001722,2,35,61,5,14,102,46,50
E02001723,6,26,41,4,8,64,38,42
E02001724,74,87,47,2,7,42,22,21
E02001725,51,174,120,6,33,117,53,33
E02001726,12,34,73,2,22,126,50,75
E02001727,0,35,66,2,10,100,46,60
E02001728,9,45,62,7,27,103,36,50
E02001729,13,40,48,5,11,76,42,107
E02001730,40,87,67,4,12,92,46,35
E02001731,29,57,50,7,14,73,36,86
E02001732,3,15,30,2,6,59,22,62
E02001733,15,49,71,4,16,122,68,151
E02001734,4,23,47,2,11,81,48,79
E02001735,0,19,35,3,11,92,52,90
E02001736,4,38,61,5,17,99,45,189
E02001737,3,24,40,3,5,68,37,79
E02006893,5,45,60,1,8,81,23,23
E02001738,2,16,26,0,6,26,11,6
E02001739,7,24,43,3,9,70,38,49
E02001740,1,17,27,1,7,17,12,4
E02001741,5,22,38,2,11,51,19,16
E02001742,2,25,42,1,2,30,16,9
E02001743,7,48,41,2,15,63,22,28
E02001744,4,32,45,5,9,56,19,27
E02001745,2,28,58,1,9,61,25,23
E02001746,4,20,44,3,9,44,33,18
E02001747,2,19,25,2,5,42,14,10
E02001748,8,32,64,2,13,72,25,34
E02001749,7,24,47,1,5,42,6,12
E02001750,2,21,39,2,4,39,19,12
E02001751,2,13,39,0,2,47,24,21
E02001752,5,18,64,5,6,64,33,39
E02001753,3,21,20,5,7,30,15,10
E02001754,6,29,44,3,3,28,18,12
E02001755,6,25,43,0,5,48,26,25
E02001756,12,50,89,2,9,103,40,55
E02001757,2,25,48,1,3,42,20,24
E02001758,2,28,57,1,12,44,24,30
E02001759,6,19,52,4,8,59,24,17
E02001760,1,32,67,7,13,107,59,80
E02001761,0,28,45,4,6,52,16,19
E02001762,3,22,60,2,10,45,14,14
E02001763,5,25,45,1,8,69,24,31
E02001764,0,33,56,5,12,90,35,69
E02001765,5,31,72,0,13,90,31,74
E02001766,5,41,69,3,8,59,44,54
E02001767,5,25,60,3,12,71,29,37
E02001768,4,40,65,3,12,70,32,49
E02001769,3,27,46,3,13,90,42,76
E02001770,9,33,49,4,8,49,31,19
E02001771,1,27,39,2,7,59,23,51
E02001772,4,20,40,6,4,41,16,47
E02001773,6,14,37,1,7,34,12,13
E02001774,0,26,52,0,10,61,19,48
E02001775,0,22,35,5,8,63,31,40
E02001776,7,47,80,1,16,98,27,53
E02001777,6,33,51,2,11,52,34,38
E02001778,4,37,43,1,12,80,29,52
E02001779,1,25,46,0,11,58,39,65
E02001780,6,20,32,4,9,43,23,33
E02001781,2,13,48,1,7,66,44,52
E02001782,3,16,61,2,11,74,30,60
E02001783,2,34,51,2,9,74,35,72
E02001784,1,20,57,2,5,63,32,42
E02001785,4,24,47,0,7,57,16,43
E02001786,6,27,51,5,12,83,33,48
E02001787,1,19,50,0,5,35,23,34
E02001788,6,23,57,2,7,40,21,41
E02001789,10,25,27,3,7,19,7,11
E02001790,6,25,34,2,2,30,9,17
E02001791,2,26,34,6,5,37,14,9
E02001792,6,25,37,3,10,38,12,4
E02001793,4,23,94,3,5,112,50,96
E02001794,5,26,71,4,5,98,41,111
E02001795,6,32,66,2,6,100,28,70
E02001796,4,41,62,7,9,80,38,26
E02001797,10,20,46,1,5,44,14,21
E02001798,2,23,68,2,12,93,32,72
E02001799,5,30,77,4,16,132,75,113
E02001800,10,32,51,5,10,66,39,21
E02001801,4,17,58,1,8,48,28,66
E02001802,1,20,50,8,6,76,37,98
E02001803,18,38,70,5,7,73,41,83
E02001804,1,30,60,3,7,61,22,37
E02001805,3,22,47,0,3,53,20,34
E02001806,7,30,77,1,11,74,40,145
E02001807,2,28,47,3,11,64,38,43
E02001808,4,26,59,3,4,30,14,30
E02001809,3,25,56,1,4,47,16,21
E02001810,7,28,67,5,22,93,30,32
E02001811,3,36,83,1,14,107,42,94
E02001812,4,48,73,5,7,50,16,29
E02001813,4,37,106,1,13,121,44,103
E02001814,3,22,50,3,11,52,21,44
E02001815,11,49,73,6,7,76,34,29
E02001816,6,22,81,2,4,64,29,51
E02001817,5,28,57,1,5,60,33,29
E02001818,7,32,70,5,14,76,34,57
E02001819,9,24,59,4,8,38,11,18
E02001820,4,31,40,2,12,78,35,48
E02001821,8,23,54,2,5,48,15,16
E02001822,8,27,72,2,8,74,25,29
E02001823,2,30,71,4,9,62,29,43
E02001824,5,30,62,3,7,83,40,46
E02001825,4,22,70,6,7,66,14,52
E02001826,2,24,59,3,6,55,30,63
E02002615,6,50,58,6,21,67,25,48
E02002616,13,33,67,5,9,60,11,43
E02002617,3,30,61,6,5,58,20,116
E02002618,7,33,64,0,2,46,15,84
E02002619,9,34,55,5,7,77,36,98
E02002620,5,43,54,5,9,62,31,94
E02002621,5,22,59,7,7,53,21,121
E02002622,2,38,58,6,8,112,75,97
E02002623,16,45,94,7,15,124,74,113
E02002624,4,48,56,2,14,51,5,9
E02002625,22,38,71,8,9,100,59,76
E02002626,4,25,57,5,11,62,37,44
E02002627,7,29,59,1,13,49,26,18
E02002628,4,26,57,3,11,64,41,37
E02002629,7,23,42,5,9,61,33,53
E02002630,3,26,58,4,12,53,27,44
E02002631,8,37,60,7,21,73,32,31
E02002632,4,30,32,3,6,34,13,8
E02002633,0,30,56,5,8,57,27,14
E02002634,7,34,50,7,10,65,26,27
E02002635,8,30,39,2,7,51,36,9
E02002636,8,37,63,10,14,64,38,29
E02002637,2,37,35,1,12,65,21,21
E02002638,1,19,35,3,11,64,45,63
E02002639,2,12,31,1,4,62,50,66
E02002640,2,23,47,6,22,101,69,102
E02002641,5,40,59,6,14,91,34,44
E02002642,3,28,24,2,13,85,66,86
E02002643,2,43,48,8,12,95,53,53
E02002644,2,41,59,7,12,81,36,14
E02002645,2,26,28,2,15,66,47,60
E02002646,5,27,44,3,8,70,35,50
E02002647,6,23,59,5,17,117,52,45
E02002648,2,43,55,4,14,87,38,46
E02002649,7,43,38,9,17,73,45,34
E02002650,7,38,54,11,10,80,33,20
E02002651,4,43,46,3,11,60,25,20
E02003811,2,28,26,2,4,12,13,4
E02003812,2,16,24,4,8,20,10,6
E02003813,4,26,51,1,6,36,28,14
E02003814,9,32,50,9,12,59,31,21
E02003815,5,20,33,5,6,69,34,31
E02003816,9,43,35,8,11,73,33,21
E02003817,2,28,29,1,10,35,13,12
E02003818,9,25,32,3,9,35,14,5
E02003819,5,28,25,3,9,29,16,15
E02003820,4,48,43,3,9,35,15,12
E02003821,7,34,32,4,4,32,20,9
E02003822,7,35,52,6,14,60,22,26
E02003823,7,29,36,2,5,28,24,11
E02003824,4,26,43,4,7,23,13,5
E02003825,7,25,44,2,10,40,28,9
E02003826,4,27,52,3,13,86,56,67
E02003827,6,43,75,4,25,114,87,100
E02003828,1,16,43,2,18,87,48,65
E02003829,6,26,34,1,15,39,20,12
E02003830,9,29,56,1,18,87,58,51
E02003831,9,37,58,9,11,31,23,17
E02003832,4,24,40,5,15,66,60,24
E02003833,2,32,34,7,6,53,29,22
E02003834,12,21,45,2,24,87,62,46
E02003835,5,29,34,3,9,36,21,9
E02003836,10,35,41,5,7,42,32,15
E02003837,10,43,52,6,10,52,35,14
E02003838,5,25,36,1,9,42,14,4
E02003839,10,31,44,2,11,62,21,12
E02003840,11,26,29,7,14,31,37,16
E02003853,10,25,27,5,8,24,17,13
E02003854,7,28,26,3,3,31,16,10
E02003855,6,21,26,1,8,39,15,5
E02003856,6,45,79,4,14,80,32,30
E02003857,6,30,34,1,6,28,26,12
E02003858,12,32,28,1,7,17,13,8
E02003859,14,56,51,9,7,55,49,49
E02003860,3,16,22,1,3,18,17,2
E02003861,9,19,19,4,8,42,24,19
E02003862,2,17,15,3,5,7,17,6
E02003863,8,24,25,4,3,21,16,7
E02003864,5,38,18,2,10,22,23,8
E02003865,2,25,22,5,11,28,27,10
E02003866,3,20,30,2,7,25,13,8
E02003867,13,31,37,2,12,57,24,18
E02003868,8,38,58,1,6,76,44,22
E02003869,9,38,43,6,11,42,16,11
E02003870,10,73,104,6,21,91,44,28
E02003871,3,30,46,6,3,74,23,31
E02003872,12,37,38,3,9,42,20,16
E02003873,5,19,47,5,7,74,32,38
E02003794,6,47,32,1,10,56,25,25
E02003795,2,22,29,5,10,40,23,15
E02003796,2,29,30,0,11,78,35,27
E02003797,10,60,51,7,6,64,18,16
E02003798,1,23,38,5,17,88,39,40
E02003799,4,38,47,1,20,107,41,30
E02003800,2,22,28,1,7,25,25,6
E02003801,4,27,34,3,10,43,30,8
E02003802,19,103,69,6,31,90,38,25
E02003803,12,63,70,1,28,69,48,16
E02003804,7,57,44,5,19,42,21,14
E02003805,4,25,32,3,7,30,14,4
E02003806,5,25,19,2,1,36,16,4
E02003807,8,20,41,2,12,40,21,13
E02003808,5,20,39,0,14,78,32,32
E02003809,5,22,38,2,13,51,29,6
E02003810,4,27,37,7,16,35,25,13
E02003841,4,29,30,1,12,54,27,20
E02003842,1,10,11,0,2,25,6,2
E02003843,2,18,35,2,12,57,22,19
E02003844,7,22,31,3,17,32,29,17
E02003845,6,50,57,9,19,138,50,78
E02003846,1,31,39,0,12,84,27,45
E02003847,5,46,51,4,16,56,18,7
E02003848,2,31,30,3,12,54,16,21
E02003849,5,34,43,3,21,84,47,32
E02003850,3,25,27,1,14,49,26,12
E02003851,5,23,33,2,13,46,13,3
E02003852,4,30,38,1,13,54,19,11
E02003874,8,41,28,2,9,49,36,18
E02003875,6,20,38,4,1,34,13,8
E02003876,3,21,35,3,10,49,20,15
E02003877,5,31,43,3,9,41,11,9
E02003878,7,22,47,3,9,49,27,14
E02003879,8,34,59,4,17,77,48,45
E02003880,5,20,37,4,7,64,39,20
E02003881,8,36,46,6,6,50,27,26
E02003882,5,26,70,6,19,105,42,38
E02003883,11,40,52,4,9,40,23,9
E02003884,1,19,20,2,10,36,24,11
E02003885,3,27,35,1,5,29,20,6
E02003886,4,25,45,5,16,69,40,40
E02003887,3,21,31,4,9,53,27,27
E02003888,4,27,56,8,10,71,36,27
E02003889,2,24,39,7,12,68,43,52
E02003890,6,26,56,5,14,73,43,41
E02003891,6,16,19,3,6,16,21,8
E02002574,9,27,29,1,6,47,14,11
E02002575,13,55,72,1,15,73,12,12
E02002576,7,35,78,3,7,78,24,33
E02002577,4,29,61,5,10,90,43,64
E02002578,4,26,52,4,10,83,38,35
E02002579,6,27,76,9,7,108,44,55
E02002580,5,27,71,4,14,113,61,100
E02002581,6,31,73,5,9,54,32,30
E02002582,9,25,44,4,4,40,23,13
E02002583,4,14,40,4,7,69,42,60
E02002584,2,40,67,3,10,64,26,48
E02002585,6,66,83,4,14,142,46,79
E02002586,2,31,58,7,15,104,63,114
E02002587,3,24,40,2,12,78,37,69
E02002588,3,19,44,2,24,91,36,43
E02002589,6,32,40,0,9,48,17,19
E02002590,5,19,28,4,5,27,20,8
E02002591,1,30,38,3,10,37,20,20
E02002592,6,28,26,1,9,47,11,15
E02002593,4,25,39,1,12,45,21,16
E02002594,9,29,59,3,7,47,25,28
E02002595,4,28,81,5,15,136,75,81
E02002596,8,43,68,4,7,69,37,26
E02002597,1,39,83,0,18,133,61,60
E02002598,9,51,62,4,7,55,24,10
E02002599,8,65,85,6,11,65,22,20
E02002600,6,47,79,3,9,120,48,41
E02002601,6,34,55,1,8,69,25,16
E02002602,7,47,75,1,23,112,77,81
E02002603,6,39,57,7,10,55,18,10
E02002604,5,30,55,0,8,43,16,7
E02002605,7,43,81,5,15,75,26,23
E02002606,10,73,146,7,33,156,92,52
E02002607,15,69,109,2,27,115,61,49
E02002608,5,29,48,3,7,52,24,5
E02002609,9,48,93,9,8,125,52,37
E02002610,13,43,38,7,14,57,37,13
E02002611,4,19,31,5,6,39,13,5
E02002612,12,46,45,2,6,40,26,14
E02002613,4,25,29,2,7,19,11,4
E02002614,5,28,22,2,5,24,8,5
E02003965,7,36,53,4,21,119,59,27
E02003966,1,16,27,6,9,44,23,7
E02003967,7,34,37,9,15,81,30,23
E02003968,7,25,45,5,16,76,36,15
E02003969,1,23,33,4,12,98,39,56
E02003970,14,25,19,5,13,56,34,10
E02003971,8,16,32,3,9,44,27,18
E02003972,3,39,53,7,24,99,39,32
E02003973,5,30,60,2,14,135,51,63
E02003974,4,27,40,1,12,96,43,41
E02003975,9,26,29,4,8,45,23,13
E02003976,3,20,11,4,17,58,36,5
E02003977,5,37,40,2,11,59,31,13
E02003978,3,25,46,6,20,40,21,12
E02003979,8,22,27,3,2,38,15,8
E02003980,2,29,39,5,15,80,44,74
E02003981,5,41,59,5,11,68,29,22
E02003982,11,27,52,7,15,56,26,29
E02003983,3,33,50,11,19,107,29,67
E02003984,11,46,55,12,19,95,65,75
E02003985,4,28,46,5,14,49,20,29
E02003986,12,37,53,7,9,89,29,37
E02003987,7,23,31,10,7,74,31,11
E02003988,4,19,25,5,7,55,26,15
E02003989,7,23,41,9,11,83,33,13
E02003990,7,41,49,5,6,67,28,25
E02003991,6,25,54,5,6,70,33,12
E02003992,6,42,46,8,22,96,49,23
E02003993,5,23,37,8,17,36,16,12
E02003994,5,20,50,6,14,130,39,36
E02003995,2,33,61,8,16,126,46,41
E02003996,9,57,79,8,33,184,75,43
E02003997,4,35,50,5,24,142,86,88
E02003998,0,24,36,7,14,101,53,43
E02003999,9,30,49,1,6,70,39,11
E02004000,8,22,36,7,10,74,26,24
E02004001,7,30,37,3,9,49,31,20
E02004002,9,40,75,1,16,89,42,34
E02004003,17,46,94,8,28,104,44,64
E02004004,8,39,69,4,20,129,56,83
E02004005,9,31,70,2,14,80,39,39
E02004006,8,29,29,1,17,46,26,25
E02004007,9,38,76,10,19,79,53,36
E02004008,2,15,25,2,8,55,26,15
E02004009,5,23,19,3,12,32,14,2
E02004010,1,34,38,8,27,97,52,15
E02004011,5,24,32,8,17,87,38,11
E02004012,0,17,14,4,14,34,29,5
E02004013,3,29,27,10,27,75,31,9
E02004014,7,25,27,3,12,60,30,10
E02004015,2,26,12,4,28,65,37,4
E02004016,4,33,17,3,24,60,35,7
E02004017,7,38,37,2,16,80,45,13
E02004018,8,27,30,5,30,109,40,17
E02004019,4,29,27,1,10,48,25,4
E02004020,4,36,35,4,17,69,26,10
E02004021,0,14,12,5,12,27,33,5
E02004022,5,25,25,2,6,24,21,3
E02004023,3,21,16,1,9,27,21,2
E02004024,4,25,32,4,8,37,14,1
E02004025,3,18,20,6,11,43,31,6
E02004026,2,40,25,13,16,64,41,9
E02004027,2,17,21,8,14,47,34,5
E02004028,6,17,37,7,10,45,31,9
E02000984,9,41,60,2,12,42,21,8
E02000985,9,30,42,4,7,39,18,12
E02000986,10,45,64,10,16,42,17,27
E02000987,8,34,71,4,23,60,22,37
E02000988,13,38,67,2,8,74,33,56
E02000989,8,39,50,7,10,44,20,17
E02000990,8,25,59,7,8,64,24,18
E02000991,2,30,76,4,9,51,27,21
E02000992,4,23,39,3,8,34,13,7
E02000993,4,32,50,2,15,93,39,65
E02000994,5,34,64,3,7,83,37,100
E02000995,7,31,46,7,14,58,24,37
E02000996,0,23,52,5,17,96,66,94
E02000997,6,19,49,0,9,31,18,14
E02000998,11,38,67,0,19,94,44,96
E02000999,5,44,74,5,13,62,38,78
E02001000,7,56,68,5,12,104,48,55
E02001001,9,23,61,7,16,70,23,49
E02001002,8,48,80,8,10,119,38,52
E02001003,7,25,40,4,6,36,10,11
E02001004,4,17,28,3,6,73,21,91
E02001005,14,28,62,4,10,78,33,105
E02001006,8,39,67,3,12,68,33,96
E02001007,10,39,80,3,6,80,34,33
E02001008,4,24,54,6,6,79,47,92
E02001009,2,26,35,3,9,56,31,40
E02001010,2,33,48,10,11,64,32,62
E02001011,13,41,75,6,16,69,34,15
E02001012,4,19,77,3,10,76,35,41
E02001013,8,20,41,2,6,26,18,14
E02001014,7,37,71,9,20,64,34,45
E02001015,4,54,88,6,15,76,37,59
E02001016,2,33,94,7,12,107,41,95
E02001017,5,62,120,7,11,100,25,46
E02001018,7,40,49,5,14,58,22,28
E02001019,8,43,44,2,17,68,21,18
E02001020,5,32,26,2,4,25,19,5
E02001021,5,23,51,3,12,43,16,9
E02001022,7,39,71,12,9,48,39,28
E02001023,5,25,41,1,10,36,18,29
E02001024,8,28,56,7,8,57,25,20
E02001025,8,31,62,6,12,108,54,100
E02001026,2,43,72,6,12,112,41,87
E02001027,6,46,53,5,9,72,34,37
E02001028,4,20,34,3,10,22,18,11
E02001029,5,35,58,6,17,70,20,42
E02001030,3,19,41,1,3,40,14,5
E02001031,2,30,56,5,7,51,19,22
E02001032,3,40,80,6,18,60,24,38
E02001033,4,28,65,4,12,58,29,47
E02001034,7,33,91,4,18,106,43,70
E02001035,6,25,45,1,12,46,18,13
E02001036,4,46,58,3,6,77,30,39
E02001037,14,26,26,2,5,35,16,17
E02001038,0,34,48,3,8,53,16,21
E02001039,7,30,62,3,9,86,46,52
E02001040,5,26,31,2,8,38,21,16
E02001041,5,29,59,2,7,56,32,34
E02001042,4,41,38,4,6,43,18,16
E02001043,2,26,39,0,6,41,19,32
E02001044,5,45,66,8,9,28,15,34
E02001045,4,34,59,3,15,74,30,67
E02001046,4,29,88,6,20,95,57,93
E02001047,5,25,85,5,12,93,35,67
E02001048,4,32,67,5,15,69,39,55
E02001049,5,34,96,5,10,86,40,59
E02001050,4,21,66,3,12,60,43,68
E02001051,5,34,57,10,11,86,28,83
E02001052,8,42,76,7,10,64,38,130
E02001053,3,26,59,7,17,93,69,149
E02001055,3,27,88,2,14,107,28,84
E02001056,0,21,52,3,6,90,29,107
E02001057,24,106,107,4,22,90,39,60
E02001059,10,47,89,6,19,96,59,95
E02001061,12,20,54,5,14,89,45,79
