msoa11cd,"1. Higher managerial, administrative and professional occupations","2. Lower managerial, administrative and professional occupations",3. Intermediate occupations,4. Small employers and own account workers,5. Lower supervisory and technical occupations,6. Semi-routine occupations,7. Routine occupations,8. Never worked and long-term unemployed
E02002441,8,49,78,2,17,93,67,52
E02002442,9,36,68,3,19,68,34,34
E02002443,7,33,58,4,11,43,26,16
E02002444,5,38,43,5,13,40,25,16
E02002445,2,45,60,5,8,47,28,22
E02002446,5,29,38,4,8,37,24,10
E02002447,2,20,47,4,10,98,55,39
E02002448,6,35,62,4,14,110,57,93
E02002449,4,42,42,5,14,86,41,37
E02002450,8,32,51,4,8,60,40,21
E02002451,10,49,49,2,8,45,16,12
E02002452,8,32,41,4,21,98,62,66
E02002453,1,31,65,10,16,105,69,76
E02002454,6,46,58,3,27,69,82,68
E02002455,2,22,43,1,10,82,54,50
E02002456,6,34,50,2,10,56,46,46
E02002457,3,13,47,1,14,90,43,81
E02002458,6,38,59,8,16,63,33,26
E02002459,2,38,56,6,12,105,74,50
E02002460,7,33,25,1,7,46,23,20
E02002461,4,43,87,5,22,109,45,43
E02002462,11,32,32,1,6,64,27,19
E02002463,3,31,38,8,27,107,78,96
E02002464,0,29,67,2,16,109,61,58
E02002465,3,30,31,6,11,37,34,19
E02002466,5,32,56,6,9,72,39,22
E02002467,3,53,63,5,17,105,72,77
E02002468,4,32,41,4,6,46,16,23
E02002469,4,28,38,7,8,61,14,10
E02002470,8,22,32,1,4,19,15,11
E02002471,5,51,55,6,8,72,31,12
E02002472,2,40,48,7,10,37,44,62
E02002473,9,33,31,3,14,42,26,21
E02002474,2,21,35,2,10,60,39,31
E02002475,3,17,41,4,4,32,7,10
E02002476,1,18,39,2,7,75,39,62
E02002477,2,25,43,8,9,77,29,41
E02002478,5,14,44,4,19,50,40,35
E02002479,6,40,61,6,10,100,56,44
E02002480,3,27,45,1,4,55,54,40
E02002481,3,28,45,6,8,47,43,37
E02002482,3,21,48,5,11,80,58,49
E02002796,2,36,33,8,8,28,16,5
E02002797,7,35,36,2,7,39,12,9
E02002798,9,80,97,7,19,92,32,13
E02002799,7,29,33,4,13,83,28,27
E02002800,9,28,37,1,1,42,19,10
E02002801,4,21,65,2,17,81,43,34
E02002802,3,19,62,12,25,124,83,95
E02002803,15,56,48,3,19,81,21,27
E02002804,0,34,48,8,14,86,38,51
E02002805,1,29,29,3,7,41,17,7
E02002806,11,54,55,2,30,101,34,46
E02002807,1,36,78,4,7,92,49,41
E02002808,21,95,149,11,49,174,113,116
E02002809,4,31,64,5,12,69,32,34
E02002810,6,32,45,2,8,47,21,18
E02002811,10,56,57,6,24,88,68,151
E02002812,19,31,45,2,4,45,30,23
E02002813,6,44,73,7,20,112,68,204
E02002814,5,31,38,2,5,46,17,15
E02002815,3,25,36,11,8,80,33,132
E02002816,10,34,45,6,11,51,17,31
E02002817,9,20,42,3,12,36,21,13
E02002818,3,37,49,3,13,87,57,79
E02002819,22,52,96,6,16,89,53,37
E02002820,4,41,78,2,21,126,68,88
E02002821,4,44,62,2,17,140,92,160
E02002822,1,31,48,4,10,45,30,33
E02002823,2,32,62,6,11,65,30,55
E02002824,3,43,64,4,10,117,50,103
E02002825,6,32,53,2,12,52,26,25
E02002826,12,28,49,2,11,56,19,30
E02002827,2,14,41,3,12,62,25,62
E02002828,6,37,45,3,9,38,18,37
E02002829,2,41,56,7,22,134,59,134
E02002830,5,45,59,2,18,100,46,130
E02002831,7,33,38,3,10,44,15,33
E02002832,5,43,46,2,6,83,32,62
E02002833,8,37,56,2,6,70,23,60
E02002834,9,49,74,7,22,84,40,45
E02002835,21,66,94,10,13,102,28,84
E02002836,14,23,51,4,3,87,37,57
E02002837,5,23,37,0,12,63,35,94
E02002838,2,26,33,3,11,76,58,110
E02002839,6,31,56,5,12,68,23,32
E02002842,10,59,56,7,37,137,100,92
E02002843,14,44,84,3,10,95,81,145
E02002844,5,30,76,4,11,70,42,160
E02002845,4,34,51,5,9,69,53,91
E02002846,7,41,41,3,9,48,36,26
E02002847,18,37,74,6,4,75,20,76
E02002848,5,50,77,4,8,65,47,116
E02002849,17,96,97,8,44,130,137,108
E02002851,12,37,38,2,7,45,21,39
E02002852,1,17,29,8,9,88,48,106
E02002853,16,47,84,4,10,73,30,107
E02002854,3,31,53,1,18,79,64,52
E02002855,12,39,66,6,8,68,51,55
E02002856,31,77,70,3,8,47,23,40
E02002857,7,44,69,8,13,79,54,56
E02002858,15,30,43,1,4,27,16,12
E02002860,5,30,55,4,15,72,22,38
E02002861,1,24,34,4,10,76,40,83
E02002862,3,30,64,2,16,116,46,75
E02006815,6,30,55,8,17,72,54,67
E02006817,12,32,40,4,11,45,25,38
E02006819,4,31,48,4,17,79,54,101
E02006850,15,39,32,2,7,66,35,52
E02006851,22,50,59,1,9,43,23,21
E02002868,2,22,36,3,11,56,32,26
E02002869,4,23,54,2,15,101,47,105
E02002871,8,36,49,8,19,74,39,53
E02002872,8,34,94,7,21,112,58,131
E02002873,6,51,76,5,14,133,73,113
E02002874,10,35,37,4,4,63,38,47
E02002875,5,37,70,7,18,86,48,104
E02002876,4,32,63,3,5,62,43,56
E02002877,12,54,48,5,12,41,27,28
E02002878,2,22,57,8,27,120,76,169
E02002879,16,59,73,7,19,74,54,65
E02002880,2,30,62,7,17,106,53,132
E02002881,1,27,35,3,9,82,51,85
E02002882,15,63,64,2,21,58,34,46
E02002883,6,42,41,9,16,63,60,64
E02002884,7,43,47,3,11,40,36,54
E02002885,3,25,49,11,14,71,63,92
E02002886,2,26,43,4,12,62,27,61
E02002887,1,25,42,6,9,50,21,46
E02002888,4,31,32,7,13,62,38,82
E02002889,16,52,37,4,15,51,30,40
E02002890,17,57,50,4,19,83,50,83
E02002891,3,40,56,2,12,80,30,51
E02002892,7,16,35,1,11,50,21,41
E02002893,14,60,56,3,19,76,44,98
E02002894,11,27,29,3,6,41,15,16
E02002895,61,66,43,4,6,38,18,12
E02002896,11,64,57,5,23,99,81,129
E02002897,10,25,39,2,11,34,13,25
E02002898,31,41,32,3,6,37,23,34
E02002899,6,20,23,2,11,29,21,40
E02002901,6,29,34,2,10,38,25,25
E02002902,9,33,58,6,18,84,55,53
E02002903,3,22,49,5,16,71,48,52
E02002904,5,28,58,3,11,64,42,37
E02006834,3,30,76,3,22,80,56,80
E02006904,29,100,90,5,25,54,49,38
E02006905,15,45,64,3,11,70,42,70
E02002863,6,37,41,8,9,41,26,7
E02002864,5,30,23,4,8,47,29,12
E02002865,5,34,32,6,20,61,33,14
E02002866,7,21,35,6,9,30,21,11
E02002867,6,32,22,8,13,51,34,17
E02004029,2,33,45,5,7,65,50,22
E02004030,2,5,10,3,12,31,12,11
E02004031,3,25,44,9,18,75,53,62
E02004032,5,39,44,7,16,73,34,24
E02004033,6,39,57,8,19,95,47,33
E02004034,5,44,46,4,9,52,27,15
E02004035,2,17,29,2,9,39,13,8
E02004036,2,44,61,8,18,100,57,47
E02004037,6,34,44,1,20,55,26,12
E02004038,8,22,45,11,14,62,22,22
E02004039,8,40,52,6,13,52,32,20
E02004040,8,42,48,5,18,97,34,48
E02004041,2,38,50,5,22,50,33,20
E02004043,2,34,38,6,8,58,30,14
E02004044,6,33,24,3,4,18,14,11
E02006827,4,37,61,5,15,109,47,60
E02004045,4,28,47,6,15,74,23,27
E02004046,2,24,33,4,11,55,24,23
E02004047,2,26,40,4,21,51,32,61
E02004048,1,18,50,3,8,55,23,56
E02004049,4,33,46,4,7,77,25,18
E02004050,1,24,65,5,11,80,50,48
E02004051,5,33,55,7,21,111,78,74
E02004052,1,30,47,6,12,78,37,25
E02004053,6,27,43,7,11,89,41,42
E02004054,3,37,48,6,13,79,38,22
E02004055,1,23,48,6,14,84,24,34
E02004056,2,23,50,3,14,95,40,70
E02004057,5,42,56,5,16,97,32,42
E02004058,2,25,50,8,11,83,45,67
E02004059,3,35,43,6,5,59,31,20
E02004060,3,25,36,8,10,82,29,50
E02004061,4,18,46,6,10,94,20,44
E02004062,7,34,58,3,13,73,33,40
E02004063,2,36,34,7,10,46,19,15
E02004064,10,70,85,8,23,109,45,57
E02004065,9,33,31,8,10,34,17,6
E02004066,5,71,87,9,14,122,46,29
E02004067,4,23,37,4,10,70,55,86
E02004068,3,22,16,3,11,56,32,4
E02004069,1,22,18,3,17,38,25,6
E02004070,2,19,19,8,11,49,38,8
E02004071,1,16,16,8,7,60,19,13
E02004072,2,21,40,9,9,61,30,10
E02004073,5,39,46,3,14,78,36,20
E02004074,1,21,17,5,9,42,26,14
E02004075,11,29,34,5,19,51,26,8
E02004076,1,21,37,6,17,63,33,14
E02004077,4,26,22,8,7,34,20,5
E02004078,3,42,44,5,11,102,49,71
E02004080,9,44,99,9,26,149,56,84
E02004081,3,24,33,4,11,32,17,11
E02004082,5,37,37,2,9,33,13,9
E02004083,6,40,73,8,15,89,34,44
E02004084,4,25,36,4,10,74,42,27
E02004085,13,32,68,7,18,56,28,42
E02004086,6,30,60,4,5,47,20,22
E02004087,5,26,71,5,15,87,37,31
E02004088,7,54,40,7,11,66,28,16
E02004089,5,44,68,10,23,93,42,55
E02004090,4,31,41,7,8,49,21,23
E02004091,12,47,74,4,14,67,30,19
E02004092,8,56,77,7,15,84,48,36
E02006828,7,34,44,1,19,64,20,27
E02004093,9,23,44,6,11,50,29,28
E02004094,5,29,45,5,15,87,44,66
E02004095,3,50,65,8,12,82,41,40
E02004096,7,27,62,6,2,55,20,12
E02004097,8,32,34,6,9,62,30,12
E02004098,5,27,31,3,13,72,34,28
E02004100,8,28,26,4,10,52,22,15
E02004102,8,39,35,5,19,86,40,39
E02004103,0,17,33,3,19,77,46,30
E02004104,6,29,33,5,9,54,29,15
E02006872,5,44,59,7,23,89,61,18
E02004105,9,45,78,7,22,105,27,28
E02004106,2,26,39,6,13,38,20,10
E02004108,7,29,40,10,17,63,37,20
E02004109,6,33,23,6,9,25,18,3
E02004110,2,38,40,7,11,37,17,7
E02004111,2,24,45,5,5,41,19,19
E02004112,3,11,24,10,4,25,9,5
E02004113,6,37,63,13,13,127,43,89
E02004114,6,24,32,9,6,45,20,18
E02004115,6,38,63,5,15,76,25,31
E02004116,1,27,51,6,13,96,52,48
E02004117,6,22,48,11,13,56,34,22
E02006804,2,27,62,8,11,81,33,34
E02004118,6,40,43,10,13,44,22,27
E02004119,12,57,60,3,20,66,44,17
E02004120,5,32,42,5,8,54,25,22
E02004121,6,18,35,2,4,37,12,9
E02004122,5,25,32,2,3,23,21,8
E02004123,4,22,28,4,5,27,18,7
E02004124,5,35,66,4,8,72,26,34
E02004125,1,46,54,7,14,89,43,53
E02004126,5,21,45,5,8,71,23,36
E02004128,6,34,63,9,19,80,36,23
E02006919,8,43,57,10,15,111,39,34
E02006920,3,38,57,9,8,69,36,41
E02005334,0,35,39,1,12,32,16,7
E02005335,5,33,44,4,7,30,18,14
E02005336,8,40,70,3,16,63,28,27
E02005337,9,51,72,2,17,82,38,36
E02005338,5,46,73,8,13,58,43,23
E02005339,10,45,48,2,12,51,22,17
E02005340,2,46,63,5,16,72,29,18
E02005341,11,28,52,7,11,36,27,10
E02005342,4,31,50,3,15,44,26,19
E02005343,1,22,42,7,5,46,12,13
E02005344,4,31,45,10,14,43,17,11
E02006820,7,30,45,2,12,73,29,17
E02005345,7,32,42,2,9,37,24,20
E02005346,12,74,79,13,24,125,73,104
E02005347,12,59,46,3,19,55,44,44
E02005348,5,28,25,3,11,46,24,12
E02005349,2,30,56,1,13,53,42,21
E02005350,5,33,41,5,15,56,27,20
E02005351,2,22,28,1,11,40,32,34
E02005352,4,16,29,5,6,28,20,8
E02005353,10,47,55,7,19,81,59,43
E02005354,6,34,35,2,4,35,22,11
E02005355,5,26,29,2,11,38,22,11
E02005356,4,28,23,3,11,40,20,8
E02005357,5,43,47,6,20,72,49,23
E02005358,13,52,72,8,9,81,56,23
E02005359,2,32,33,4,9,48,20,13
E02005360,6,26,20,2,3,15,26,15
E02005361,4,34,53,1,14,67,26,22
E02005362,3,35,31,4,5,50,36,22
E02005363,7,36,49,0,10,39,29,21
E02005364,2,32,30,2,8,45,22,12
E02005365,5,44,69,6,9,95,38,27
E02005366,5,39,34,5,7,56,26,18
E02005368,2,11,28,8,2,13,18,2
E02005369,7,37,38,7,13,46,29,8
E02005370,4,40,74,10,13,56,32,9
E02005371,6,44,46,8,10,59,33,10
E02005372,6,42,35,8,18,55,34,10
E02005373,2,33,33,5,10,43,29,9
E02005374,7,27,59,2,17,60,30,22
E02005375,2,46,60,7,14,47,23,18
E02005376,7,43,65,3,23,56,60,22
E02006816,6,33,40,5,6,42,15,8
E02005377,2,31,42,3,15,50,19,10
E02005378,8,25,30,4,5,38,9,8
E02005379,5,37,46,2,8,59,30,12
E02005380,6,30,55,4,11,39,29,16
E02005381,3,26,47,3,10,52,29,13
E02005382,8,46,93,5,22,93,56,71
E02005383,8,40,82,12,21,88,41,42
E02005384,5,32,22,3,5,31,18,12
E02005385,3,23,40,3,7,25,19,8
E02005386,8,47,78,6,24,83,64,50
E02005387,8,47,80,9,15,89,50,40
E02005388,7,25,43,8,7,51,26,19
E02005389,3,16,24,4,9,25,22,13
E02005390,5,33,52,8,9,44,23,12
E02005391,8,22,31,6,7,51,32,11
E02005392,8,38,56,6,15,92,31,15
E02005393,6,27,36,6,17,50,40,12
E02005394,7,37,54,10,29,124,66,40
E02005395,10,37,32,2,26,73,39,28
E02005396,2,23,24,9,7,27,29,4
E02005397,7,27,44,3,15,49,25,11
E02005398,2,28,32,6,15,26,15,14
E02005399,9,34,41,0,9,37,37,21
E02005400,6,19,32,4,10,42,17,15
E02005401,4,16,24,5,6,19,19,11
E02005402,6,13,33,1,5,26,17,8
E02005403,2,25,46,8,9,43,22,23
E02005404,4,21,47,3,12,55,34,20
E02005405,1,20,46,9,8,55,40,47
E02005406,5,33,89,13,17,100,54,43
E02005407,6,48,58,5,16,63,33,24
E02005408,3,29,45,4,12,44,36,24
E02005409,6,37,82,7,10,91,42,24
E02005412,7,42,62,3,11,45,21,19
E02005414,1,37,58,0,18,62,33,51
E02005415,5,34,62,1,16,73,36,40
E02005416,12,56,75,5,10,63,30,17
E02006818,10,27,54,2,14,42,16,16
E02006911,19,59,76,9,15,81,21,40
E02005417,1,17,42,1,11,45,23,20
E02005418,1,24,39,9,27,159,144,99
E02005419,14,44,49,19,37,167,142,70
E02005420,7,23,46,3,21,105,60,46
E02005422,0,23,25,7,8,52,24,19
E02005423,6,32,55,6,16,106,55,37
E02006864,8,31,30,3,12,67,28,11
E02006865,4,23,39,2,19,76,45,18
E02005424,7,37,29,4,18,59,37,22
E02005425,2,24,37,5,4,46,16,18
E02005426,3,28,34,5,14,110,51,49
E02005427,7,38,43,3,17,81,42,46
E02005428,1,16,24,1,10,65,49,50
E02005429,3,12,4,1,9,32,17,26
E02005430,2,17,27,7,12,34,15,17
E02005431,1,23,39,12,18,67,40,22
E02005432,4,17,43,3,11,38,22,12
E02005433,5,42,19,2,15,57,76,15
E02005434,5,31,37,3,10,61,28,21
E02005435,1,31,28,2,12,57,46,38
E02005436,4,34,37,4,14,58,24,34
E02005437,3,15,23,4,19,97,63,48
E02005438,0,16,21,4,13,51,41,24
E02005439,12,40,60,9,19,118,52,37
E02005440,3,12,8,3,4,42,28,22
E02005441,2,27,27,5,8,56,19,16
E02005442,2,16,36,4,13,79,28,59
E02005443,4,40,41,6,25,78,30,36
E02005444,18,99,82,4,25,84,41,33
E02005445,16,74,105,6,53,189,81,99
E02005446,15,61,53,10,23,74,39,15
E02005447,12,56,47,5,29,124,56,70
E02005448,9,39,55,1,18,120,55,86
E02005449,6,52,52,3,18,95,43,41
E02005450,7,32,55,6,15,73,30,17
E02005451,5,30,56,6,19,116,56,74
E02005452,8,37,58,4,17,129,35,32
E02005453,5,29,56,6,21,56,44,16
E02005455,14,63,66,9,21,99,37,16
E02005456,9,45,77,5,21,91,35,25
E02005457,5,29,35,3,8,64,33,20
E02005458,3,14,28,7,11,33,22,8
E02005459,5,20,33,4,10,57,33,27
E02005460,11,29,43,1,12,41,21,14
E02005461,2,11,26,5,9,42,14,12
E02005462,7,40,52,4,23,128,53,45
E02005463,10,41,46,1,21,90,42,19
E02005464,3,36,29,4,10,53,25,20
E02006866,4,50,53,3,13,61,25,20
E02006867,3,34,38,2,20,50,26,16
E02005465,4,27,52,5,14,79,40,22
E02005466,1,22,20,8,8,56,34,19
E02005467,5,24,20,3,20,65,50,20
E02005468,4,19,34,6,20,40,29,24
E02005469,5,22,31,15,19,54,40,14
E02005470,10,51,53,8,29,117,101,23
E02005471,6,38,48,7,29,96,96,53
E02005472,4,39,53,9,19,100,61,43
E02005473,7,38,63,7,21,116,55,23
E02005474,3,20,24,1,5,40,27,18
E02005475,6,28,33,5,14,42,17,9
E02005476,5,33,29,3,8,42,16,3
E02005477,1,21,28,7,10,49,21,13
E02005478,7,38,63,4,13,96,44,40
E02005479,6,49,48,2,18,73,33,10
E02005480,6,27,39,2,20,106,47,66
E02005481,15,86,99,5,24,165,91,49
E02005482,9,39,50,5,15,62,27,20
E02005483,6,29,24,1,10,42,17,13
E02005484,4,17,27,8,12,29,30,10
E02005485,5,34,27,5,6,58,23,14
E02005486,8,47,57,4,10,81,41,23
E02005487,5,26,42,4,7,40,18,9
E02005488,1,32,42,1,7,56,15,20
E02005489,10,40,44,5,12,72,25,13
E02005490,8,59,49,6,17,84,48,30
E02005491,17,60,53,11,21,69,41,20
E02005492,2,33,36,7,14,56,39,14
E02005493,3,28,58,3,15,66,25,26
E02005494,5,36,30,2,14,87,39,33
E02005495,5,41,60,7,31,152,54,83
E02005496,2,25,21,4,5,47,30,26
E02005497,6,18,45,2,9,113,47,100
E02005498,2,14,35,3,10,31,15,10
E02005499,8,42,28,5,13,57,23,14
E02005500,4,37,31,9,11,57,23,16
E02005501,4,28,33,5,7,35,26,10
E02005502,0,19,46,5,8,54,28,21
E02005612,7,26,47,5,11,58,38,25
E02005613,3,31,57,4,18,97,65,32
E02005614,4,29,46,6,13,70,56,27
E02005615,4,28,54,6,13,106,67,27
E02005616,4,27,29,2,9,55,58,27
E02005617,3,33,46,8,16,142,115,68
E02006862,7,28,42,1,12,63,41,13
E02006863,8,53,63,9,30,100,79,35
E02005619,1,15,27,3,7,18,11,11
E02005620,6,37,45,2,9,42,30,9
E02005621,3,21,27,8,7,21,25,10
E02005622,12,37,45,2,15,35,31,11
E02005623,9,46,59,4,10,46,25,9
E02005624,6,47,73,4,17,80,58,24
E02005625,7,39,80,4,22,88,56,39
E02005626,5,22,42,6,16,77,64,36
E02005627,8,31,33,6,4,35,27,13
E02005628,3,30,40,5,13,50,23,11
E02005629,2,11,14,5,8,14,18,13
E02005630,5,44,39,9,10,47,26,11
E02005631,3,39,57,9,22,51,37,20
E02005632,2,19,28,3,6,31,19,14
E02005633,7,26,61,6,16,73,41,30
E02005634,6,49,50,5,17,85,33,36
E02005635,4,35,46,3,10,57,37,11
E02005636,8,46,75,8,16,99,45,48
E02005637,11,48,72,13,17,100,41,54
E02005638,5,51,80,1,12,67,24,23
E02005639,3,16,18,4,5,26,15,8
E02005640,3,50,75,4,13,81,67,30
E02005641,10,40,37,1,10,57,33,31
E02005642,3,42,48,3,10,54,41,16
E02005643,4,30,57,2,15,124,43,60
E02005644,10,58,86,9,22,113,83,50
E02005645,12,65,73,10,21,101,59,46
E02005646,7,21,32,3,11,47,22,11
E02005647,7,37,48,4,5,54,28,33
E02005648,4,32,35,4,10,45,22,10
E02005649,6,39,85,4,27,108,56,34
E02005650,5,25,56,1,6,38,13,15
E02005651,6,27,64,3,8,40,26,14
E02005652,5,19,50,1,7,39,19,15
E02005653,4,37,54,8,13,85,65,78
E02005654,8,30,77,9,16,81,42,65
E02005655,6,17,42,3,5,32,12,15
E02005656,2,26,43,4,8,59,41,46
E02005657,5,32,48,1,7,33,21,14
E02005658,5,26,55,5,13,59,26,38
E02005659,2,12,34,2,7,32,14,16
E02005660,2,19,38,3,12,56,23,35
E02005661,6,23,61,4,13,47,31,41
E02005662,1,28,54,3,11,46,18,21
E02005663,5,31,56,4,2,33,18,7
E02005664,2,51,43,4,14,55,29,20
E02005665,9,47,85,3,5,57,20,13
E02005666,3,36,70,3,14,99,63,101
E02005667,5,35,44,6,13,50,21,23
E02005668,3,31,47,2,2,42,18,9
E02005669,7,20,35,1,2,29,12,7
E02005670,8,61,102,7,31,90,100,64
E02005671,8,66,75,6,10,61,42,17
E02005672,17,72,104,7,22,74,86,37
E02005673,5,48,60,3,15,63,55,41
E02005674,10,54,75,1,12,54,52,48
E02005675,5,21,49,3,9,53,33,49
E02005676,0,31,60,2,5,39,28,26
E02005677,13,59,84,9,17,84,54,33
E02005678,15,70,83,5,10,57,34,19
E02005679,18,59,90,0,15,63,32,13
E02005680,4,35,41,2,11,30,18,4
E02005681,9,37,50,1,8,54,24,8
E02005682,4,22,30,3,10,24,15,4
E02005683,14,55,92,11,21,53,39,21
E02005684,3,37,61,3,13,37,22,6
E02005685,6,47,57,2,16,42,46,14
E02005686,2,24,42,5,10,45,15,8
E02005687,2,26,21,8,3,37,15,9
E02005688,4,40,56,5,11,52,22,11
E02005689,7,37,61,3,12,40,20,5
E02005690,1,25,48,4,16,43,25,10
E02005691,4,23,39,2,5,38,11,8
E02005692,6,28,53,1,11,37,25,13
E02005693,8,26,56,0,12,73,50,49
E02005694,6,28,50,3,10,66,25,18
E02005695,4,38,59,3,33,102,78,52
E02005696,5,21,41,4,17,73,35,33
E02005697,5,27,37,4,13,64,44,35
E02005698,5,21,34,2,11,53,35,28
E02005699,4,33,53,1,9,72,50,62
E02005700,3,34,49,4,9,38,23,8
E02005701,6,35,61,3,17,59,39,14
E02005819,3,24,37,4,6,60,29,37
E02005820,1,25,44,2,5,56,23,11
E02005821,2,27,52,3,10,58,47,42
E02005822,6,38,76,8,19,143,78,75
E02005823,2,31,47,0,10,109,58,71
E02005824,8,50,79,3,13,93,41,35
E02005825,4,33,62,5,11,87,48,40
E02005826,3,20,47,4,6,67,51,67
E02005827,4,34,44,5,7,71,52,28
E02005828,6,39,53,3,10,60,35,24
E02005829,4,20,33,2,9,60,38,20
E02005830,2,26,50,6,9,48,33,19
E02005831,15,49,75,3,16,91,29,39
E02005832,10,47,103,7,19,112,46,46
E02005833,8,21,67,4,7,84,30,19
E02005834,2,29,42,2,10,73,46,31
E02005835,5,41,53,7,14,117,41,50
E02005836,1,24,39,2,11,49,20,24
E02005837,5,25,29,4,4,31,24,20
E02005838,7,36,41,3,14,83,38,40
E02005839,3,14,31,2,10,59,20,26
E02005840,7,47,49,7,15,99,35,28
E02005842,6,37,46,7,17,99,55,55
E02005843,2,20,41,2,6,70,31,39
E02005844,1,25,43,8,16,84,52,42
E02005846,2,25,27,5,12,102,57,77
E02005847,4,26,35,6,10,70,38,24
E02005848,2,19,27,5,11,70,40,25
E02005849,6,18,31,6,14,58,22,29
E02006903,5,32,66,1,13,113,62,41
E02005850,4,23,43,6,12,56,23,14
E02005851,2,20,28,1,16,78,27,54
E02005852,4,40,54,2,12,67,16,26
E02005853,6,38,61,1,10,68,18,14
E02005856,8,29,27,0,9,30,10,11
E02005857,3,34,40,5,12,74,23,36
E02005858,17,30,42,4,8,38,24,20
E02005859,4,56,94,3,9,76,35,28
E02005860,18,53,43,2,12,41,38,26
E02005861,15,39,32,4,10,45,13,13
E02005862,5,34,53,2,16,68,32,40
E02005863,7,33,35,4,8,34,21,17
E02005864,12,51,51,3,12,60,23,7
E02006906,17,52,81,3,13,93,34,23
E02005865,5,23,43,4,8,42,33,19
E02005866,4,38,75,4,8,65,28,34
E02005868,3,28,40,2,11,50,17,18
E02005869,7,29,34,4,11,56,25,36
E02005870,4,27,61,2,14,63,28,36
E02005871,6,48,47,1,12,47,19,16
E02005872,2,17,23,1,5,22,13,7
E02005873,4,39,56,2,15,49,22,20
E02005874,14,43,36,8,15,50,27,22
E02005875,2,36,39,7,16,65,15,22
E02005876,7,40,60,5,19,59,43,26
E02005877,7,30,57,3,10,47,24,22
E02005878,6,46,50,3,9,83,35,40
E02005879,12,56,64,10,22,90,46,42
E02006835,3,25,39,1,9,59,24,45
E02005880,3,30,38,3,13,75,43,32
E02005881,0,30,27,2,12,73,25,37
E02005882,4,31,48,4,10,74,30,25
E02005883,3,29,59,9,10,65,34,50
E02005884,6,36,51,2,2,55,28,20
E02005885,7,32,41,2,10,86,45,53
E02005886,9,62,74,6,17,118,37,39
E02005887,1,60,69,4,21,127,118,101
E02005888,3,28,57,9,21,97,94,78
E02005889,8,43,56,9,23,110,58,55
E02005890,5,32,34,1,8,57,34,7
E02005891,1,24,35,6,15,74,37,69
E02005892,5,72,81,5,15,89,35,22
E02005893,9,37,56,6,21,138,72,63
E02005894,7,34,43,7,13,91,56,34
E02005895,8,31,34,5,5,40,24,10
E02005896,4,25,21,2,10,33,15,7
E02005897,3,27,42,2,14,51,38,24
E02005898,5,38,91,9,19,117,57,60
E02005899,12,64,80,5,26,161,86,64
E02005900,3,13,18,5,5,33,17,10
E02005901,3,27,61,3,12,105,53,43
E02005902,5,26,41,5,19,99,63,62
E02005903,9,28,57,5,15,99,35,31
E02005904,6,51,44,5,7,45,23,24
E02005905,6,22,16,6,9,30,8,10
E02005906,6,29,21,4,6,23,18,4
E02005907,11,39,64,3,16,57,37,13
E02005908,8,27,41,1,8,50,19,9
E02005909,23,30,34,0,5,41,22,12
E02005910,22,67,57,4,11,43,14,15
E02005911,9,42,43,5,10,32,25,13
E02005912,10,39,30,5,7,40,25,10
E02005913,5,24,30,3,6,29,17,12
E02005914,7,36,57,4,12,64,44,26
E02005915,4,14,26,5,11,20,16,7
E02005916,10,21,49,3,5,30,14,10
E02005917,2,10,16,0,3,13,6,4
E02005918,5,13,30,1,5,35,17,9
E02005919,3,18,22,3,6,33,21,11
E02005920,4,28,34,2,6,30,23,11
E02002905,2,24,30,4,10,33,17,6
E02002906,0,16,34,3,7,88,28,22
E02002907,0,20,19,3,15,63,43,28
E02002908,1,21,34,9,4,49,31,8
E02002909,5,40,57,9,7,89,30,35
E02002910,8,16,36,11,14,60,25,32
E02002911,2,31,34,3,13,63,29,19
E02002912,6,30,33,5,23,69,46,16
E02002913,2,17,13,3,2,18,21,8
E02002914,4,49,55,3,24,126,38,24
E02002915,5,30,32,6,10,51,29,14
E02002916,15,49,50,8,33,130,67,32
E02002917,6,27,35,4,18,82,25,21
E02002918,5,17,27,0,7,47,22,7
E02002919,7,50,69,9,26,148,61,41
E02002920,1,28,38,7,11,81,20,16
E02002921,3,31,49,3,27,141,63,75
E02002922,3,19,19,6,9,32,16,13
E02002923,4,35,44,3,14,86,45,16
E02002924,6,11,21,4,9,31,19,12
E02002925,8,30,54,11,16,88,49,32
E02002926,11,64,65,8,20,106,47,25
E02002927,6,43,39,6,12,48,37,18
E02006008,6,35,38,1,15,62,32,11
E02006009,5,31,46,2,12,51,26,18
E02006010,8,49,66,9,9,80,52,36
E02006011,5,24,17,3,7,44,28,7
E02006012,4,26,14,2,10,45,21,9
E02006013,7,23,39,9,13,38,25,12
E02006014,8,43,29,12,21,72,28,18
E02006015,5,42,47,9,30,126,27,36
E02006016,4,24,22,2,9,39,23,20
E02006017,4,16,41,7,10,60,22,15
E02006018,5,53,58,10,20,146,61,42
E02006019,2,22,32,5,15,60,23,23
E02006020,2,20,32,5,17,48,33,19
E02006021,5,63,33,7,5,62,22,16
E02006022,5,21,38,2,4,31,26,4
E02006023,4,27,45,5,16,79,58,44
E02006024,5,64,62,6,17,128,63,34
E02006025,7,37,43,2,28,89,36,60
E02006026,4,24,29,12,6,63,29,13
E02006027,1,32,25,2,11,49,13,2
E02006028,5,43,47,7,14,69,25,15
E02006029,5,34,44,6,21,135,62,43
