msoa11cd,"1. Higher managerial, administrative and professional occupations","2. Lower managerial, administrative and professional occupations",3. Intermediate occupations,4. Small employers and own account workers,5. Lower supervisory and technical occupations,6. Semi-routine occupations,7. Routine occupations,8. Never worked and long-term unemployed
E02001523,36,81,17,53,96,60,121,19
E02001524,127,163,20,115,72,44,79,0
E02001525,13,24,14,37,86,70,224,10
E02001526,6,16,13,27,94,64,172,22
E02001527,47,55,30,46,101,50,142,15
E02001528,64,118,45,92,175,58,275,23
E02001529,55,115,28,104,149,98,265,11
E02001530,10,17,12,37,82,33,171,5
E02001531,21,59,18,46,101,50,192,7
E02001532,78,120,23,82,113,102,156,9
E02001533,15,40,21,49,106,49,166,12
E02001534,43,77,24,60,129,71,200,34
E02001535,88,86,19,152,75,61,86,6
E02001536,75,114,48,84,168,69,219,17
E02001537,37,56,19,60,103,62,191,13
E02001538,55,106,35,71,131,66,243,13
E02001539,21,39,10,58,78,49,130,12
E02001540,65,116,36,138,199,91,290,22
E02001541,61,117,44,109,167,166,263,25
E02001542,26,59,16,71,105,88,170,27
E02001543,50,78,33,59,145,82,212,14
E02001544,29,70,28,56,144,83,184,31
E02001545,65,127,42,86,169,115,147,5
E02001546,63,146,52,110,110,63,118,22
E02001547,37,79,18,47,113,68,230,30
E02001548,9,47,21,51,102,75,168,21
E02001549,48,67,30,60,116,59,113,5
E02001550,27,68,19,54,124,58,168,15
E02001551,18,50,25,41,83,46,102,10
E02001552,21,58,17,38,104,66,131,19
E02001553,48,106,48,85,133,96,160,17
E02001554,50,87,37,54,149,59,117,13
E02001555,37,72,31,46,136,63,120,20
E02001556,35,55,31,48,133,92,145,21
E02001557,69,91,28,88,80,54,103,43
E02001558,90,111,30,136,130,58,124,7
E02001559,112,149,38,110,113,64,82,9
E02001560,24,38,30,48,88,75,116,17
E02001561,14,34,22,36,89,83,121,23
E02001562,55,82,26,35,120,68,142,16
E02001563,169,192,52,80,114,61,76,11
E02001564,116,188,43,113,107,68,94,5
E02001565,154,170,50,94,74,37,44,6
E02001566,17,39,16,29,70,44,97,10
E02001567,40,78,36,60,156,97,170,18
E02001568,20,45,29,41,92,69,177,11
E02001569,25,41,26,50,136,65,202,20
E02001570,30,56,19,48,83,60,224,32
E02001571,61,127,29,76,119,41,111,8
E02001572,19,34,27,29,87,73,182,29
E02001573,19,32,20,54,121,55,209,10
E02001574,40,64,23,56,122,49,117,10
E02001575,15,34,15,23,97,52,195,42
E02001576,72,92,25,54,52,39,68,6
E02001577,169,199,36,117,98,71,81,5
E02001578,34,44,18,53,119,63,198,14
E02001579,54,100,35,78,146,69,235,19
E02001580,72,102,45,64,163,93,212,17
E02001581,23,45,16,44,106,60,134,12
E02001582,31,59,14,47,123,92,226,13
E02001583,19,28,15,26,67,64,147,5
E02001584,74,105,28,98,84,71,102,2
E02001585,15,40,10,37,67,63,142,22
E02001586,31,76,38,60,136,126,274,16
E02001587,26,36,5,32,89,69,177,9
E02001588,23,51,25,25,101,106,187,25
E02001589,57,89,24,63,108,67,140,8
E02001590,8,21,13,25,61,79,172,14
E02001591,13,37,15,33,75,74,188,14
E02001592,50,93,37,56,132,119,202,13
E02001593,19,26,19,26,49,46,118,10
E02001594,28,27,17,43,45,82,116,28
E02001595,60,104,24,68,147,75,169,18
E02001596,83,128,48,73,138,103,184,19
E02001597,21,54,13,64,128,93,256,13
E02001598,118,155,39,98,176,93,179,10
E02001599,96,113,24,80,71,49,111,8
E02001600,229,207,51,103,104,67,142,12
E02001601,61,70,20,80,90,74,108,6
E02001602,59,89,33,84,179,136,209,10
E02001603,47,54,30,59,100,81,167,6
E02001604,28,50,24,55,106,82,157,20
E02001605,96,100,23,81,96,39,121,3
E02001606,61,97,24,57,101,81,163,18
E02001607,69,133,49,83,142,118,183,10
E02001608,74,70,36,64,98,72,116,6
E02001609,146,189,50,118,122,85,155,9
E02001610,117,126,39,136,117,83,141,12
E02001611,69,90,31,73,140,120,181,15
E02001612,76,82,22,68,95,59,94,4
E02001613,74,124,48,98,144,142,215,12
E02001614,93,137,57,130,184,131,178,12
E02001615,131,142,57,142,133,100,116,11
E02001616,31,94,27,69,128,170,157,14
E02001617,8,22,8,22,56,63,100,11
E02001618,108,115,56,132,113,71,117,12
E02001619,19,44,22,67,122,177,250,20
E02001620,11,32,10,38,69,81,127,9
E02001621,15,31,21,30,71,95,99,11
E02001622,28,50,26,61,104,144,180,21
E02001623,20,36,28,35,73,128,146,33
E02001624,24,65,21,79,120,138,157,8
E02001625,17,28,28,33,78,133,153,29
E02001626,30,60,29,74,55,70,79,4
E02001627,14,32,14,32,49,59,85,3
E02001628,5,25,10,28,56,95,128,14
E02001629,17,41,21,41,76,111,162,34
E02001630,27,38,15,35,55,86,101,41
E02001631,43,78,25,79,87,123,136,15
E02001632,12,31,16,39,46,122,151,85
E02001633,85,165,42,158,103,89,135,3
E02001634,35,56,27,80,100,111,153,11
E02001635,56,108,36,95,111,116,123,13
E02001636,26,54,28,61,83,133,184,27
E02001637,9,19,6,29,63,95,108,21
E02001638,23,25,11,29,26,33,24,13
E02001639,28,81,29,60,49,67,75,6
E02001640,59,47,12,33,27,35,23,13
E02001642,27,61,35,84,128,151,191,12
E02001643,167,162,48,110,63,58,58,2
E02001646,78,54,4,25,15,28,20,7
E02001647,39,74,35,63,102,108,120,14
E02001648,192,98,9,58,21,10,11,9
E02001649,14,33,12,49,66,125,212,16
E02001650,24,25,12,38,47,51,55,16
E02001651,326,240,41,100,44,29,25,4
E02001652,24,21,9,40,45,81,74,15
E02001653,14,37,16,49,67,113,141,14
E02001654,35,62,36,62,109,104,133,12
E02001655,25,53,26,72,104,123,167,20
E02001656,84,91,32,47,37,50,31,5
E02001657,108,141,40,75,42,35,41,1
E02001658,8,16,13,26,37,79,115,18
E02001659,30,46,21,54,90,117,154,8
E02001660,97,98,27,75,36,56,63,9
E02001661,16,46,25,42,106,132,161,20
E02001662,32,74,36,89,139,144,191,37
E02001663,26,46,17,55,47,63,56,20
E02001664,51,81,45,73,115,93,109,7
E02001665,314,263,46,121,42,40,36,7
E02001666,9,28,19,46,77,87,132,8
E02001669,37,74,33,63,72,90,89,10
E02001670,24,54,20,54,78,89,122,11
E02001671,43,90,39,68,99,69,131,7
E02001672,54,90,56,89,127,114,133,12
E02001673,28,50,18,41,54,37,57,4
E02001674,115,183,65,147,141,123,143,19
E02001675,38,86,37,86,155,154,189,13
E02001676,97,151,37,92,56,44,63,9
E02001678,387,319,52,187,74,50,51,7
E02001679,37,76,27,73,93,88,95,5
E02001680,10,37,21,46,89,123,117,11
E02001681,206,227,61,114,79,61,52,9
E02006803,57,120,35,99,86,73,149,6
E02006843,4,6,1,2,4,9,2,5
E02006844,15,15,3,9,9,15,21,16
E02006868,32,51,18,39,103,133,261,33
E02006869,30,86,52,83,186,164,254,17
E02002183,193,182,31,134,49,47,42,1
E02002184,398,400,63,197,87,59,73,27
E02002185,123,127,31,79,50,35,29,5
E02002186,151,210,80,194,163,109,168,16
E02002187,187,149,30,89,32,33,39,0
E02002188,88,142,40,93,85,64,75,20
E02002189,71,85,20,64,52,52,77,16
E02002190,30,81,32,96,88,78,193,22
E02002191,22,40,32,54,87,78,155,18
E02002192,165,226,60,129,71,48,71,18
E02002193,14,43,12,64,75,87,116,15
E02002194,40,76,32,82,96,81,104,16
E02002195,118,154,46,88,82,39,55,6
E02002196,53,70,23,85,61,39,50,9
E02002197,75,112,45,82,76,70,100,4
E02002198,102,135,54,106,95,83,102,5
E02002199,45,95,38,75,78,57,79,6
E02002200,159,175,53,100,75,54,82,18
E02002201,66,128,34,102,96,118,151,20
E02002202,54,58,35,43,75,55,52,10
E02002203,19,61,23,75,78,58,115,9
E02002204,169,241,70,161,122,97,100,11
E02002205,98,129,39,189,100,69,91,14
E02002206,44,97,35,76,94,101,133,7
E02002207,30,54,25,33,43,32,68,18
E02002208,28,78,43,57,84,77,98,7
E02002209,9,40,11,36,52,40,73,4
E02002210,35,63,41,60,81,74,80,19
E02002211,45,64,32,52,35,22,72,40
E02002212,33,52,24,45,42,48,59,15
E02002213,58,106,33,114,73,60,76,5
E02002214,28,76,29,46,58,46,66,4
E02002215,28,29,12,34,44,35,135,29
E02002216,15,30,12,44,33,52,150,59
E02002217,22,39,12,53,43,65,102,29
E02002218,64,76,44,63,77,52,125,15
E02002219,14,19,6,31,27,26,112,15
E02002220,10,19,13,27,44,46,74,54
E02002221,15,15,20,46,30,58,166,43
E02002222,25,61,32,46,59,52,105,19
E02002223,9,11,7,26,27,34,86,23
E02002224,6,10,10,24,34,43,114,56
E02002225,58,87,46,115,68,56,112,12
E02002226,4,10,4,35,31,35,178,37
E02002227,7,19,6,23,29,41,65,27
E02002228,11,16,13,39,71,59,112,16
E02002229,47,73,35,61,79,67,96,13
E02002230,4,12,9,24,45,36,122,12
E02002231,36,80,25,86,72,73,127,27
E02002232,15,36,20,44,45,48,88,14
E02002233,8,13,13,16,41,38,111,29
E02002234,9,18,9,27,56,73,126,45
E02002235,5,29,13,29,43,52,108,17
E02002236,38,51,39,56,67,52,88,3
E02002237,33,79,51,59,75,66,101,6
E02002238,16,33,12,42,67,57,105,9
E02002239,29,74,23,75,78,71,128,13
E02002240,51,100,39,100,135,88,120,7
E02002241,39,79,35,84,125,112,172,23
E02002242,39,81,42,68,115,78,157,7
E02002243,67,92,38,96,112,80,138,11
E02002244,50,69,31,73,72,94,76,10
E02002245,15,26,12,43,43,57,78,3
E02002246,122,195,63,146,113,81,115,6
E02002247,101,109,31,151,59,55,61,5
E02002248,25,50,14,45,63,97,123,12
E02002249,14,33,13,32,38,64,87,10
E02002250,109,145,42,144,80,74,96,4
E02002251,39,48,24,77,56,101,141,17
E02002252,69,69,37,91,99,68,102,4
E02002253,23,36,24,41,55,65,107,10
E02002254,117,121,25,97,47,32,51,5
E02002255,15,17,8,16,36,63,137,37
E02002256,89,108,30,97,90,62,126,16
E02002257,15,22,9,26,36,46,68,11
E02002258,118,99,39,119,112,79,104,4
E02002259,70,109,26,67,72,52,79,7
E02002260,73,102,45,114,93,92,105,4
E02002261,46,54,32,97,99,94,121,4
E02002262,86,132,50,89,112,76,94,11
E02002263,48,77,20,75,72,72,112,8
E02002264,132,124,45,86,59,52,77,10
E02002265,64,54,17,69,56,46,88,6
E02002266,94,123,30,75,61,42,61,7
E02002267,71,121,20,63,95,78,149,21
E02002268,82,119,41,119,95,93,136,9
E02002269,92,104,39,103,93,69,89,14
E02002270,101,120,15,122,56,36,62,7
E02002271,82,149,35,96,74,60,90,5
E02002272,45,106,36,106,102,94,173,3
E02002273,67,78,31,93,73,42,75,2
E02002274,64,104,29,83,77,52,92,9
E02002275,54,87,43,71,107,121,127,8
E02002276,72,106,33,58,78,63,107,15
E02002277,62,86,27,67,59,40,106,6
E02002278,55,76,25,84,55,42,82,6
E02002279,41,50,16,54,65,69,80,4
E02002280,16,31,11,38,44,46,122,10
E02002281,41,78,27,104,116,103,182,17
E02002282,26,28,12,43,56,58,97,10
E02002283,12,20,4,50,38,38,140,18
E02002284,46,105,25,62,78,53,97,9
E02002285,64,119,33,112,103,68,102,10
E02002286,22,28,7,30,47,44,72,7
E02002287,31,55,10,41,41,42,103,38
E02002288,34,67,23,64,77,72,169,11
E02002289,7,20,7,20,41,34,79,17
E02002290,104,135,45,88,84,65,85,4
E02002291,68,111,40,63,101,47,82,5
E02002292,86,87,15,63,50,42,72,0
E02002293,15,7,10,27,42,29,111,25
E02002294,15,26,20,66,49,40,172,37
E02002295,12,23,12,29,60,57,117,3
E02002296,128,143,30,85,74,57,87,33
E02002297,119,130,20,93,68,59,72,5
E02002298,59,97,31,76,86,44,132,22
E02002299,13,18,5,42,61,44,89,24
E02002300,90,151,37,91,106,69,66,5
E02002301,20,29,11,39,37,54,139,26
E02002302,56,91,17,70,81,55,77,5
E02002303,97,71,31,56,58,61,80,6
E02002304,58,72,30,54,48,50,68,7
E02002305,16,32,19,33,63,65,100,4
E02002306,55,92,20,101,61,52,61,6
E02002307,29,69,18,55,85,88,109,5
E02002308,46,80,26,51,76,65,81,4
E02002309,43,39,16,53,63,65,116,14
E02002310,34,58,22,52,64,60,97,7
E02002311,33,48,22,49,76,57,99,8
E02002312,43,56,18,43,47,39,82,12
E02002313,12,28,9,29,34,49,138,17
E02002314,109,115,34,94,88,55,84,8
E02002315,15,41,12,43,58,65,98,5
E02002316,85,96,35,97,79,62,70,3
E02002317,46,64,17,66,75,77,100,19
E02002318,43,78,31,68,67,72,111,15
E02002319,47,52,24,87,83,70,75,9
E02002320,108,131,36,88,67,82,95,5
E02002321,112,107,21,81,53,39,64,4
E02002322,68,67,24,88,69,60,86,2
E02002323,157,153,33,114,89,81,86,1
E02002324,93,123,33,94,82,63,104,17
E02002325,123,124,30,97,106,86,101,7
E02002326,92,120,21,87,68,25,46,2
E02002327,149,161,28,155,125,68,102,10
E02002328,129,127,28,95,66,48,74,5
E02002329,153,178,40,184,86,72,121,5
E02002330,238,219,60,85,51,29,43,5
E02002331,114,144,46,83,53,51,82,16
E02002332,81,100,36,88,87,69,63,2
E02002333,80,122,30,95,87,96,94,19
E02002334,207,193,38,116,54,59,86,4
E02002335,260,220,36,153,40,25,31,5
E02002336,223,207,32,110,42,34,23,2
E02002337,129,142,32,88,54,35,52,8
E02002338,87,105,38,70,73,55,59,8
E02002339,32,67,31,55,70,68,90,13
E02002340,40,84,30,71,92,82,93,6
E02002341,197,229,43,137,52,30,28,3
E02002342,111,151,52,68,68,56,54,1
E02002343,55,92,28,68,37,34,53,2
E02002344,172,157,54,148,34,32,37,9
E02002345,203,147,27,72,23,31,23,2
E02002346,47,86,45,54,79,53,61,2
E02002347,48,72,28,56,56,33,64,8
E02002348,76,114,40,62,50,70,41,14
E02002349,106,116,24,63,33,19,19,18
E02002350,161,188,54,94,49,36,36,7
E02002351,150,150,42,102,60,27,41,3
E02002352,92,132,51,101,48,63,37,10
E02002353,58,85,22,54,23,18,29,3
E02002354,85,114,62,100,80,63,72,13
E02002356,104,120,47,111,84,39,66,5
E02002357,66,103,43,71,96,75,89,4
E02002358,53,70,32,96,98,78,128,11
E02002359,112,156,56,111,80,40,68,5
E02002360,46,63,34,47,67,46,58,17
E02002361,63,71,30,47,38,34,28,15
E02002362,18,46,31,46,80,87,108,13
E02002363,45,84,23,58,53,40,42,16
E02002364,8,25,17,32,72,73,118,12
E02002366,100,130,44,77,63,55,65,31
E02002367,11,24,12,25,61,49,77,12
E02002368,103,128,43,93,82,56,80,8
E02002369,15,47,29,55,62,97,109,16
E02002370,13,35,13,34,71,95,135,14
E02002371,28,40,16,44,68,116,131,31
E02002373,16,25,17,19,23,19,31,8
E02002374,20,35,22,58,59,78,87,7
E02002375,11,27,15,26,38,54,73,9
E02002376,10,24,6,33,37,57,98,24
E02002377,7,16,1,27,24,47,74,31
E02002379,6,28,8,29,31,38,76,15
E02002380,23,50,16,46,86,85,111,8
E02002381,19,58,20,36,63,61,88,4
E02002382,6,8,8,22,16,30,59,15
E02002383,5,8,8,10,10,14,28,10
E02002384,9,19,17,20,56,64,75,16
E02002385,7,15,11,26,28,46,68,10
E02002386,97,172,89,80,148,100,146,11
E02002387,8,15,12,27,47,59,112,18
E02002388,19,36,23,33,61,58,93,22
E02002389,13,33,26,42,76,83,160,15
E02002390,13,42,28,46,80,67,111,7
E02002391,20,64,33,69,73,72,108,14
E02002392,9,17,6,11,11,21,25,4
E02002393,11,26,16,26,34,58,94,31
E02002394,7,19,11,21,48,73,122,9
E02002395,75,84,37,70,62,49,76,12
E02002396,28,72,46,55,97,79,99,13
E02002397,26,64,39,53,102,88,105,9
E02002398,69,160,66,111,127,80,121,10
E02002399,10,29,22,30,57,68,108,10
E02002400,14,28,16,31,75,82,126,21
E02002401,14,27,14,34,53,65,103,15
E02002402,67,98,49,60,74,33,55,3
E02002403,49,103,45,67,106,60,89,9
E02002404,5,15,11,25,44,90,127,17
E02002405,66,105,46,100,101,78,94,16
E02002406,92,131,53,69,84,69,95,6
E02002407,12,21,11,26,48,59,122,11
E02002408,42,68,36,75,94,67,116,6
E02002409,28,56,21,80,79,66,103,12
E02002410,28,58,41,48,83,68,103,12
E02002411,7,15,14,35,45,68,73,24
E02002412,34,50,43,59,80,70,97,5
E02002414,16,24,18,25,53,69,107,20
E02002415,6,15,9,23,17,28,57,18
E02002416,63,120,50,73,146,102,152,17
E02002417,34,72,32,88,120,54,117,9
E02002418,43,77,39,57,116,57,127,10
E02002419,19,33,29,62,87,90,131,16
E02002420,26,75,29,55,80,91,112,8
E02002421,6,23,13,33,57,73,110,17
E02002422,43,62,37,63,95,70,93,5
E02002423,13,24,12,38,73,71,112,20
E02002424,39,75,27,69,98,70,101,5
E02002425,66,136,37,124,115,80,121,19
E02002426,89,100,58,110,94,64,124,10
E02002427,57,94,52,63,121,85,139,5
E02002428,21,38,20,44,91,65,118,8
E02002429,46,109,47,68,100,106,107,13
E02002430,12,34,22,27,74,68,130,17
E02002431,10,29,26,47,66,52,106,6
E02002432,38,52,32,58,111,51,130,19
E02002433,25,57,32,43,58,64,102,16
E02002434,15,58,22,70,54,51,91,5
E02002435,49,90,36,97,82,70,105,1
E02002436,41,69,26,72,67,52,129,10
E02002437,48,64,36,62,69,36,68,3
E02006852,190,120,37,75,46,29,36,10
E02006861,47,37,8,25,19,28,34,12
E02006875,3,11,2,6,2,1,4,1
E02006876,15,12,14,19,56,63,103,47
E02002438,17,33,10,35,97,60,229,20
E02002439,20,49,25,45,134,80,182,12
E02002440,42,55,30,52,147,69,176,11
E02002441,15,43,35,60,119,111,238,24
E02002442,33,52,17,46,96,55,113,5
E02002443,37,50,19,49,53,32,69,3
E02002444,42,66,28,49,75,58,92,8
E02002445,48,106,44,85,98,80,141,12
E02002446,48,95,31,57,109,54,127,13
E02002447,15,37,18,32,131,93,138,13
E02002448,23,49,12,43,142,106,169,13
E02002449,40,67,27,51,130,64,132,5
E02002450,25,63,13,49,99,41,123,15
E02002451,99,123,45,103,103,60,102,15
E02002452,34,86,23,49,95,105,166,27
E02002453,27,72,28,49,131,72,202,17
E02002454,35,73,39,43,60,52,111,16
E02002455,27,33,9,43,84,60,175,12
E02002456,47,84,34,56,65,46,89,11
E02002457,31,75,27,42,85,62,132,23
E02002458,78,111,53,94,89,70,147,13
E02002459,34,70,41,69,95,74,125,15
E02002460,150,188,37,62,113,80,106,4
E02002461,42,70,25,86,136,78,247,18
E02002462,68,90,45,99,104,65,111,7
E02002463,22,47,32,36,95,80,164,20
E02002464,29,64,19,59,125,90,243,12
E02002465,54,128,41,85,94,59,98,6
E02002466,84,153,40,113,132,71,163,11
E02002467,17,45,20,44,69,41,110,8
E02002468,72,91,26,64,73,27,71,8
E02002469,56,79,31,56,83,42,118,2
E02002470,255,227,55,89,62,22,22,2
E02002471,175,224,43,158,156,81,145,6
E02002472,69,105,33,77,71,48,85,8
E02002473,62,98,42,72,94,59,92,5
E02002474,35,72,21,60,72,53,120,13
E02002475,97,145,26,92,60,38,71,4
E02002476,22,37,20,43,81,36,186,23
E02002477,36,54,29,40,95,41,175,9
E02002478,24,34,8,45,85,29,177,6
E02002479,35,82,31,89,151,65,262,12
E02002480,26,56,14,40,101,51,207,9
E02002481,33,48,24,46,103,43,174,17
E02002482,30,45,24,42,83,41,213,9
E02002796,171,156,41,81,68,45,55,3
E02002797,250,262,77,89,161,76,63,5
E02002798,93,119,43,62,84,63,48,1
E02002799,17,42,25,37,85,72,85,7
E02002800,134,124,50,70,65,32,57,8
E02002801,47,79,32,54,128,110,147,12
E02002802,9,43,19,58,85,86,130,16
E02002803,20,38,17,27,49,40,95,8
E02002804,36,85,29,60,120,105,139,9
E02002805,114,158,39,58,159,69,92,0
E02002806,14,21,9,31,68,37,52,9
E02002807,49,103,43,75,158,125,136,7
E02002808,20,31,17,59,61,68,101,20
E02002809,48,67,42,49,119,98,127,13
E02002810,176,229,53,68,128,73,65,5
E02002811,21,26,16,44,50,80,96,26
E02002812,101,101,33,61,77,64,75,34
E02002813,16,29,12,61,54,97,130,36
E02002814,131,170,39,74,123,79,73,8
E02002815,13,31,18,42,58,68,106,23
E02002816,129,117,27,71,50,45,41,15
E02002817,93,90,44,63,104,87,76,19
E02002818,23,40,17,36,74,67,95,42
E02002819,45,61,25,54,87,94,108,17
E02002820,33,68,37,48,140,97,118,12
E02002821,14,43,21,33,89,111,113,17
E02002822,67,88,35,49,119,92,111,5
E02002823,45,76,39,41,165,137,146,16
E02002824,32,71,14,47,88,100,128,26
E02002825,85,112,44,78,133,92,100,17
E02002826,67,64,35,34,74,49,52,1
E02002827,17,37,18,27,42,33,57,8
E02002828,25,49,44,92,63,89,106,34
E02002829,18,44,16,43,100,115,174,25
E02002830,22,34,28,43,35,49,105,23
E02002831,18,30,35,59,66,96,104,36
E02002832,13,31,36,57,54,95,106,74
E02002833,13,16,22,37,41,112,106,38
E02002834,45,84,45,67,101,126,178,10
E02002835,38,58,41,76,56,89,75,27
E02002836,11,32,25,38,76,114,130,94
E02002837,6,12,15,28,55,65,81,27
E02002838,9,29,17,30,75,73,145,20
E02002839,28,44,25,78,84,93,166,22
E02002842,9,18,10,29,20,47,76,12
E02002843,17,32,20,34,42,121,119,82
E02002844,13,15,14,36,42,91,142,100
E02002845,33,43,47,58,64,111,124,45
E02002846,69,86,36,73,63,60,87,27
E02002847,20,24,25,60,42,97,112,53
E02002848,15,29,25,40,39,81,92,58
E02002849,25,55,23,43,37,46,93,53
E02002851,134,144,44,115,105,81,88,24
E02002852,5,23,7,34,33,52,121,21
E02002853,67,73,33,74,48,106,105,38
E02002854,9,40,18,46,82,62,146,21
E02002855,35,40,14,42,48,47,66,9
E02002856,124,116,49,80,47,51,72,25
E02002857,19,30,8,35,44,43,75,16
E02002858,160,152,33,77,46,31,33,20
E02002860,59,64,41,101,119,85,131,42
E02002861,5,18,18,32,53,72,119,18
E02002862,12,40,29,50,87,121,170,21
E02006815,35,91,49,76,135,134,188,31
E02006817,36,88,27,64,68,78,92,18
E02006819,15,28,24,37,67,58,144,23
E02006850,16,13,8,14,28,27,35,19
E02006851,6,9,3,4,12,10,10,7
E02002868,64,100,40,70,106,70,92,7
E02002869,10,29,20,32,82,64,172,29
E02002871,30,66,24,47,107,78,175,14
E02002872,19,37,25,38,67,72,161,13
E02002873,14,32,30,40,82,56,133,19
E02002874,58,76,32,45,60,37,86,12
E02002875,15,29,20,43,69,62,131,26
E02002876,22,42,43,72,83,78,147,9
E02002877,59,95,35,73,79,67,110,18
E02002878,3,15,10,27,44,66,101,12
E02002879,20,49,37,44,46,52,98,11
E02002880,5,17,18,31,56,62,108,13
E02002881,8,34,20,25,58,60,113,23
E02002882,95,84,17,53,33,39,35,32
E02002883,20,35,18,42,36,50,100,34
E02002884,9,22,10,32,23,29,44,26
E02002885,6,12,9,19,33,37,74,19
E02002886,54,105,32,80,95,85,127,25
E02002887,28,68,34,43,100,89,179,26
E02002888,11,23,16,27,44,77,112,15
E02002889,12,21,11,13,23,16,41,29
E02002890,10,30,12,21,37,69,127,25
E02002891,22,71,26,71,98,83,150,21
E02002892,17,37,25,46,82,72,121,9
E02002893,8,33,23,24,48,54,112,33
E02002894,97,98,32,76,66,59,53,10
E02002895,86,36,7,35,11,12,20,3
E02002896,19,37,18,34,40,47,122,18
E02002897,194,215,51,92,86,55,79,9
E02002898,16,34,12,40,30,46,71,9
E02002899,44,38,20,31,37,62,67,6
E02002901,52,87,32,58,89,54,100,12
E02002902,30,63,33,44,136,107,139,38
E02002903,42,74,35,36,94,70,138,9
E02002904,12,34,21,36,100,78,153,6
E02006834,10,46,22,45,117,128,214,16
E02006904,12,18,8,16,18,18,29,1
E02006905,11,27,10,25,51,62,138,25
E02002863,156,134,29,130,53,56,52,12
E02002864,116,146,27,99,77,64,73,10
E02002865,193,215,40,107,68,65,82,3
E02002866,191,182,39,151,75,62,64,7
E02002867,211,211,42,179,44,54,62,6
E02004029,34,72,22,46,83,68,163,15
E02004030,128,123,25,109,91,58,92,6
E02004031,22,56,21,57,75,65,168,17
E02004032,96,138,28,85,148,60,172,7
E02004033,45,81,35,119,106,78,160,12
E02004034,95,123,41,103,130,93,154,20
E02004035,113,131,36,131,123,64,90,11
E02004036,59,106,27,116,146,124,257,6
E02004037,82,116,35,77,91,77,94,3
E02004038,81,95,30,90,95,66,117,47
E02004039,96,109,33,92,86,73,126,7
E02004040,61,93,27,105,86,84,156,9
E02004041,43,67,21,78,71,83,141,9
E02004043,63,106,35,118,102,80,120,11
E02004044,272,192,28,141,82,45,44,5
E02006827,35,74,29,85,121,88,178,15
E02004045,76,121,46,102,152,80,165,8
E02004046,53,83,20,71,122,55,177,11
E02004047,20,43,13,39,112,61,128,23
E02004048,26,48,29,53,124,45,135,6
E02004049,56,100,30,83,186,78,190,10
E02004050,24,45,21,44,170,62,213,10
E02004051,34,61,26,61,168,78,270,23
E02004052,59,66,36,90,129,66,205,12
E02004053,37,63,26,55,105,68,206,9
E02004054,45,85,24,98,132,54,196,18
E02004055,44,76,32,78,135,99,145,11
E02004056,18,52,19,55,118,75,179,12
E02004057,26,58,25,48,92,69,119,14
E02004058,43,59,38,71,127,128,183,11
E02004059,59,105,31,75,134,105,124,26
E02004060,49,88,45,62,129,96,182,19
E02004061,59,99,44,86,103,89,141,8
E02004062,67,116,44,78,103,91,126,10
E02004063,125,167,70,82,115,93,140,15
E02004064,27,66,22,44,61,102,113,20
E02004065,230,270,54,131,119,62,67,11
E02004066,99,128,54,114,203,123,201,27
E02004067,46,59,16,49,64,79,146,7
E02004068,177,142,33,178,95,52,78,5
E02004069,249,185,34,199,70,49,51,5
E02004070,171,147,32,193,59,49,79,5
E02004071,85,94,39,87,65,50,61,5
E02004072,181,199,53,115,102,61,110,3
E02004073,155,161,40,159,108,90,143,9
E02004074,90,101,26,104,103,60,101,5
E02004075,149,142,30,232,68,64,76,6
E02004076,57,92,25,79,70,81,108,6
E02004077,142,156,27,220,60,50,57,13
E02004078,27,49,22,72,99,68,157,14
E02004080,37,72,44,79,141,118,177,15
E02004081,114,110,30,100,89,55,71,3
E02004082,88,140,40,110,92,56,70,8
E02004083,46,73,32,71,99,62,157,7
E02004084,34,43,20,42,142,92,172,26
E02004085,93,139,47,113,132,72,155,10
E02004086,129,143,41,88,143,71,97,7
E02004087,40,74,32,63,111,89,130,7
E02004088,114,120,34,91,93,61,74,9
E02004089,18,30,21,42,98,50,103,9
E02004090,86,109,30,93,111,75,76,8
E02004091,54,111,60,111,145,82,141,6
E02004092,74,128,51,97,182,95,166,6
E02006828,27,46,33,45,76,47,70,7
E02004093,42,65,17,72,62,39,67,3
E02004094,39,56,39,63,72,61,90,12
E02004095,69,99,35,93,89,88,108,8
E02004096,186,191,62,158,80,63,52,6
E02004097,114,126,35,116,74,57,61,8
E02004098,79,95,23,116,78,72,111,10
E02004100,152,140,35,125,60,60,76,6
E02004102,120,132,38,108,102,65,115,13
E02004103,28,51,18,49,93,65,139,7
E02004104,103,141,35,98,85,34,78,3
E02006872,210,202,63,223,178,112,192,5
E02004105,36,85,23,66,121,92,145,12
E02004106,141,198,55,152,111,86,103,2
E02004108,96,127,39,123,98,114,123,15
E02004109,196,216,51,160,72,52,69,5
E02004110,128,196,49,118,84,72,75,3
E02004111,40,67,24,92,107,73,136,13
E02004112,159,236,50,171,93,64,64,14
E02004113,32,57,24,73,117,95,269,18
E02004114,144,201,48,180,120,69,115,10
E02004115,63,101,37,103,152,71,217,6
E02004116,28,63,23,71,129,97,227,19
E02004117,68,108,27,118,120,66,207,11
E02006804,38,82,19,80,123,82,223,16
E02004118,104,91,18,134,74,39,46,10
E02004119,133,160,45,96,83,59,70,3
E02004120,74,83,31,66,79,70,84,4
E02004121,134,126,33,102,96,44,40,7
