msoa11cd,"1. Higher managerial, administrative and professional occupations","2. Lower managerial, administrative and professional occupations",3. Intermediate occupations,4. Small employers and own account workers,5. Lower supervisory and technical occupations,6. Semi-routine occupations,7. Routine occupations,8. Never worked and long-term unemployed
E02004504,51,81,33,65,48,47,29,4
E02004505,62,105,35,123,90,64,72,7
E02004506,130,163,48,126,57,62,55,5
E02004507,78,83,25,37,37,38,50,14
E02004508,131,151,39,121,61,55,53,9
E02004509,96,119,38,65,42,38,54,16
E02004512,101,158,52,72,67,71,45,33
E02004513,20,57,26,57,79,72,138,9
E02004514,146,134,44,77,45,38,31,11
E02004515,108,160,47,121,57,61,44,10
E02004516,22,56,26,53,52,64,74,5
E02004517,94,151,74,119,93,64,102,10
E02004518,105,101,30,44,26,19,30,5
E02004519,110,184,95,94,135,86,85,20
E02004520,27,46,17,35,45,65,79,10
E02004521,44,93,45,85,90,77,102,15
E02004522,125,140,43,100,88,67,73,5
E02004523,43,58,35,69,103,80,108,14
E02004524,137,180,54,168,72,52,73,6
E02004525,113,160,60,163,96,96,149,8
E02004526,168,242,56,234,100,71,74,2
E02006922,206,241,119,140,154,158,154,32
E02004527,92,122,46,183,88,72,94,9
E02004528,120,176,39,243,96,69,67,21
E02004529,101,132,25,194,71,45,65,8
E02004530,86,118,45,128,72,41,81,7
E02004531,99,109,37,100,66,55,75,10
E02004532,111,119,49,84,70,41,60,16
E02004533,38,72,28,121,84,79,121,26
E02004534,51,76,25,112,82,73,110,11
E02004535,36,82,36,130,50,56,124,7
E02004536,113,139,49,124,51,36,50,7
E02004537,23,45,49,77,98,90,110,16
E02004538,154,172,37,148,63,43,33,10
E02004539,51,85,42,112,67,70,73,10
E02004540,108,94,28,107,35,26,28,4
E02004541,151,205,69,179,94,69,64,17
E02004542,116,140,35,142,30,28,24,7
E02004543,86,97,33,110,37,28,28,29
E02004544,79,112,36,90,54,54,82,0
E02004545,40,63,24,50,78,64,117,16
E02004546,31,69,34,41,90,81,130,20
E02004547,29,75,32,44,114,75,75,15
E02004548,45,49,23,48,50,51,61,1
E02004549,37,54,35,55,121,94,131,8
E02004550,44,104,50,51,96,83,115,9
E02004551,36,63,32,59,102,88,132,3
E02004552,39,95,37,49,55,51,75,12
E02004553,27,62,31,52,89,82,90,5
E02004554,34,65,31,55,81,81,80,4
E02004555,100,129,27,147,56,45,67,9
E02004556,190,205,61,176,76,44,57,5
E02004557,70,104,42,97,75,62,72,17
E02004558,96,150,48,101,73,65,91,11
E02004559,95,140,54,127,93,72,102,2
E02004560,92,143,48,184,84,86,105,18
E02004561,152,167,53,230,108,96,107,14
E02004562,130,161,48,171,98,61,113,11
E02004563,73,147,62,186,120,99,118,10
E02004564,72,154,63,137,123,66,90,8
E02004565,237,330,153,243,214,111,166,9
E02004566,30,87,30,92,49,37,68,5
E02004567,120,185,92,131,102,56,94,4
E02004568,51,88,39,75,80,56,74,12
E02004569,69,127,64,105,71,82,88,6
E02004570,119,167,88,119,118,79,98,9
E02004571,112,180,84,132,128,61,87,8
E02004572,61,111,56,116,94,69,89,13
E02004573,29,95,23,69,83,79,108,12
E02004574,40,109,39,67,142,84,174,11
E02004575,148,232,63,217,128,118,153,29
E02004576,96,231,79,135,147,120,158,28
E02004577,56,100,37,126,67,52,61,11
E02004578,166,233,86,212,117,106,125,30
E02004579,69,139,56,177,135,95,167,24
E02004580,231,390,189,333,264,213,246,19
E02004581,98,163,56,189,124,91,113,12
E02004582,55,130,74,167,174,157,243,15
E02004583,108,138,55,197,149,103,148,16
E02004584,83,202,121,220,211,164,210,12
E02004585,54,122,71,153,142,113,173,20
E02004586,93,185,72,177,131,108,135,29
E02004587,41,95,46,110,123,131,161,9
E02004588,39,93,58,94,69,74,119,72
E02004589,71,131,55,148,116,111,123,24
E02004590,43,138,61,232,177,152,245,42
E02004591,132,162,25,105,32,46,50,5
E02004592,159,205,53,136,88,98,114,24
E02004593,173,179,31,183,45,57,66,6
E02004594,143,136,25,165,49,45,59,7
E02004595,165,223,50,175,100,64,81,25
E02004596,77,105,20,114,60,65,86,5
E02004597,66,103,36,86,60,59,94,8
E02004598,168,195,48,206,76,73,78,12
E02004599,129,132,33,157,44,50,71,12
E02004843,92,112,54,111,77,67,57,4
E02004844,25,49,31,88,66,66,107,5
E02004845,97,110,44,105,71,41,91,12
E02004846,126,152,56,124,48,34,38,5
E02004847,54,89,29,113,80,57,103,11
E02004848,50,98,44,115,50,50,65,7
E02004849,86,113,52,121,48,23,40,5
E02004850,52,97,45,83,74,85,98,6
E02004851,24,45,32,101,64,50,69,6
E02004852,62,92,48,110,95,84,86,8
E02004853,40,50,42,99,70,66,121,17
E02004854,57,102,59,115,112,90,97,8
E02004855,13,40,18,70,53,76,96,11
E02004856,81,93,19,84,44,38,47,4
E02004857,89,94,26,75,28,36,24,5
E02004858,53,58,27,40,52,42,51,6
E02004859,129,123,33,76,48,35,40,1
E02004860,16,47,26,34,18,22,34,3
E02004861,176,135,33,96,56,37,39,5
E02004862,39,63,37,61,59,42,73,12
E02004863,37,48,29,66,69,94,106,26
E02004864,148,145,28,56,37,22,29,1
E02004865,51,71,25,52,44,45,57,2
E02004866,44,89,31,43,65,77,91,9
E02004867,133,118,22,64,34,35,45,10
E02004868,50,89,36,55,83,57,75,7
E02004869,91,110,25,46,29,22,35,3
E02004870,74,109,49,80,86,77,101,17
E02004871,44,69,32,41,61,50,56,2
E02004872,157,190,49,81,72,47,54,6
E02004873,130,164,54,93,78,58,59,7
E02004874,39,42,29,52,42,71,86,11
E02004875,69,79,26,84,82,93,103,13
E02004876,187,206,26,150,65,40,54,15
E02004877,85,99,31,82,45,43,42,2
E02004878,96,109,30,113,61,43,104,9
E02004879,155,154,26,146,66,46,65,9
E02004880,164,126,32,116,51,24,55,5
E02004881,101,113,35,66,40,26,32,5
E02004882,105,130,49,62,53,40,55,5
E02004883,73,86,16,119,45,44,75,6
E02004884,52,88,37,73,89,64,98,7
E02004885,88,99,45,66,39,40,39,4
E02004886,99,105,19,109,42,38,53,6
E02004887,168,146,22,133,44,34,66,6
E02004888,168,184,47,130,74,61,57,7
E02004889,119,147,48,126,114,87,128,22
E02004890,88,113,38,88,66,56,68,4
E02004891,148,149,35,92,69,40,45,4
E02004892,66,63,20,44,61,40,58,7
E02004893,33,39,19,39,20,23,26,0
E02004894,125,126,30,77,51,31,64,7
E02004895,92,123,31,147,87,64,89,9
E02004896,172,225,86,160,69,56,51,30
E02004897,81,100,42,79,66,48,51,11
E02004898,84,125,41,107,73,68,87,9
E02004899,43,81,22,72,37,19,37,12
E02004900,242,208,38,134,30,19,26,7
E02004901,31,67,37,85,97,81,84,20
E02004902,40,73,25,88,48,47,65,12
E02004903,47,72,35,71,63,34,42,16
E02004904,17,42,23,66,37,36,41,2
E02004905,111,120,24,130,21,34,23,8
E02004906,64,59,46,99,65,65,70,12
E02004907,108,144,43,121,73,68,44,17
E02004908,229,216,59,286,78,51,49,22
E02004909,33,42,16,52,56,55,59,10
E02004910,177,173,74,116,118,67,100,3
E02004911,65,122,31,48,148,83,108,9
E02004912,118,141,65,118,99,98,116,18
E02004913,207,212,48,203,90,85,85,10
E02004914,83,77,43,58,62,81,70,18
E02004915,45,64,26,41,53,54,76,6
E02004916,198,200,43,93,54,48,51,0
E02004917,87,116,41,61,89,86,105,9
E02004918,44,76,22,51,64,68,62,18
E02004919,74,97,38,69,72,76,59,7
E02004920,185,183,66,112,107,74,111,7
E02004921,152,158,46,74,74,50,53,7
E02004922,159,186,40,170,111,80,97,11
E02004923,234,203,56,164,79,56,62,15
E02004924,163,137,20,56,36,25,25,2
E02004925,124,112,34,59,70,29,40,11
E02004926,246,165,23,68,17,16,21,8
E02004927,177,140,31,105,39,32,37,6
E02004928,244,178,34,78,44,28,27,3
E02004929,126,155,32,104,64,45,43,10
E02004930,85,116,43,61,43,40,32,3
E02004931,121,136,47,70,62,32,43,2
E02004932,53,73,21,44,51,49,56,17
E02004933,162,151,32,56,22,16,11,7
E02004934,100,77,28,39,29,26,27,10
E02004935,71,76,21,52,29,37,34,8
E02004936,49,79,27,37,39,36,30,7
E02004937,245,207,47,70,30,20,22,12
E02004938,75,84,27,54,34,36,33,1
E02004939,96,119,34,63,65,46,65,5
E02004940,49,54,21,48,66,79,65,13
E02004941,63,132,23,74,81,64,69,6
E02004942,93,122,45,99,76,51,58,12
E02004943,182,189,62,139,97,51,62,14
E02004944,30,49,20,24,44,50,66,5
E02004945,150,168,41,122,76,55,76,23
E02004946,54,70,36,57,52,34,53,5
E02004947,67,69,22,36,53,63,49,3
E02004948,39,58,26,54,69,53,79,7
E02004949,59,99,37,77,113,93,108,12
E02004950,38,81,36,42,77,69,92,2
E02004951,34,58,40,41,93,59,88,3
E02004952,23,70,35,43,72,59,69,3
E02004953,26,72,22,35,68,52,52,7
E02004954,46,80,22,42,56,52,90,5
E02004955,48,86,33,58,67,52,62,5
E02004956,109,152,37,138,70,74,103,10
E02004957,48,72,31,69,70,55,72,7
E02004958,134,125,42,124,74,48,48,4
E02004959,172,160,19,106,18,21,7,17
E02004960,178,160,37,63,21,10,20,2
E02004961,124,150,43,104,96,79,58,5
E02004962,141,157,38,96,69,39,62,13
E02004963,58,74,31,67,65,43,54,5
E02004964,49,72,29,65,41,38,62,3
E02004965,84,140,72,111,97,65,66,7
E02004966,259,174,35,108,32,15,16,11
E02004967,13,43,26,45,66,61,66,20
E02004968,40,61,36,70,74,88,85,9
E02004969,63,86,39,66,85,53,63,4
E02004970,36,79,34,59,95,92,118,13
E02004971,32,52,25,62,78,61,82,9
E02004972,41,75,39,62,56,49,75,4
E02004973,17,30,12,29,30,37,51,6
E02004974,125,142,37,103,54,38,26,19
E02004975,167,158,40,58,40,26,31,3
E02004976,23,44,23,33,45,46,56,11
E02004977,21,28,23,35,51,48,66,18
E02004978,22,42,23,36,61,67,99,12
E02004979,76,91,29,74,57,35,51,6
E02004980,188,169,33,100,43,27,28,3
E02004981,131,123,30,114,52,47,46,1
E02004982,126,118,49,59,66,31,46,4
E02004983,48,76,30,54,71,60,83,5
E02004984,61,66,27,52,50,43,38,9
E02004985,174,147,31,83,56,50,52,6
E02004986,19,35,18,23,56,45,83,1
E02004987,56,78,31,45,65,64,52,2
E02004988,33,78,27,48,72,72,79,6
E02004989,72,63,37,74,75,62,80,8
E02004990,102,99,24,60,61,47,44,8
E02004991,42,54,21,37,55,42,80,10
E02004992,50,63,25,49,93,69,48,11
E02004993,53,80,34,85,67,48,69,2
E02004994,158,158,35,150,28,19,13,2
E02004995,138,172,37,140,36,29,20,7
E02005503,105,153,45,164,78,79,91,22
E02005504,150,224,64,250,110,126,133,14
E02005505,91,135,47,126,95,87,127,22
E02005506,65,155,62,134,107,97,120,18
E02005507,88,212,77,160,154,165,231,12
E02005508,88,120,32,200,97,77,93,16
E02005509,90,191,72,157,133,124,176,33
E02005510,101,168,57,180,119,100,139,6
E02005511,91,191,82,159,137,127,149,8
E02005512,89,140,20,203,75,62,71,9
E02005513,75,160,68,126,109,113,173,15
E02005514,80,138,33,168,121,95,104,4
E02005515,73,100,31,140,71,62,87,9
E02005516,111,139,34,164,78,75,96,13
E02005517,17,39,13,25,50,65,72,6
E02005518,58,127,40,87,126,109,145,22
E02005519,42,71,21,55,83,91,153,13
E02005520,148,197,58,168,94,103,112,9
E02005521,95,152,40,208,73,78,125,8
E02005522,73,131,38,120,58,52,58,4
E02005523,60,101,35,158,81,66,88,20
E02005524,41,99,49,108,80,74,96,3
E02005525,125,228,57,126,95,71,84,50
E02005526,80,102,38,82,78,50,65,7
E02005527,160,205,53,183,96,62,95,28
E02005528,111,184,78,100,117,86,112,15
E02005529,67,133,65,105,153,97,130,16
E02005530,57,119,45,86,107,87,101,8
E02005531,42,76,47,78,83,52,82,7
E02005532,75,160,82,128,171,126,166,8
E02005533,148,214,62,167,95,94,111,13
E02005534,55,191,88,118,145,108,109,6
E02005535,88,125,39,66,46,47,59,8
E02005536,87,160,47,113,81,49,62,16
E02005537,92,133,49,114,77,76,92,11
E02005538,93,200,77,265,155,114,193,26
E02005539,98,164,48,210,87,98,143,19
E02005540,75,185,82,227,196,170,246,9
E02005541,26,70,33,140,92,88,142,11
E02005542,14,50,29,94,77,70,113,15
E02005543,23,51,18,98,66,125,116,16
E02005544,7,36,16,61,69,68,109,15
E02005545,39,111,51,111,115,95,162,12
E02005546,37,92,35,99,95,99,189,14
E02005547,88,172,41,159,95,82,143,29
E02005548,40,79,45,92,118,115,179,18
E02005549,56,104,30,126,72,54,95,4
E02005550,40,128,44,121,92,111,169,7
E02005551,153,215,64,163,123,100,87,13
E02005552,225,230,30,247,95,120,90,16
E02005553,145,281,109,255,211,159,202,30
E02005554,129,206,73,173,151,117,127,13
E02005555,138,205,60,109,81,54,70,8
E02005556,53,122,57,69,114,95,114,25
E02005557,5,22,16,51,63,74,101,14
E02005558,52,115,28,157,115,114,132,9
E02005559,27,76,28,85,72,92,122,9
E02005560,46,75,34,56,77,71,94,9
E02005561,57,98,40,105,103,128,160,17
E02005562,111,138,29,170,101,124,122,7
E02005563,58,121,40,199,85,92,119,18
E02005564,117,192,68,187,122,116,141,4
E02005565,46,103,39,154,104,84,109,18
E02005566,71,127,46,301,110,137,174,12
E02005567,151,257,119,209,204,137,200,17
E02005568,90,129,29,206,99,108,128,10
E02005569,66,107,19,195,94,85,147,3
E02005570,200,317,105,208,134,82,84,9
E02005571,189,241,23,203,79,80,103,19
E02005572,146,223,77,182,127,108,129,21
E02005573,175,268,53,189,99,82,81,7
E02005574,158,217,55,235,116,73,78,7
E02005575,134,203,47,224,80,92,93,7
E02005576,123,197,53,212,125,120,115,18
E02005577,95,152,25,180,56,70,82,15
E02005578,96,133,19,125,77,74,95,8
E02005579,151,258,121,252,208,201,227,19
E02005580,99,173,55,140,129,127,143,17
E02005581,93,148,32,179,107,96,109,17
E02005582,63,155,31,181,93,95,119,10
E02005583,228,293,77,292,127,137,136,14
E02005584,35,103,43,103,97,89,148,16
E02005585,31,54,30,75,68,101,209,30
E02005586,32,51,26,66,73,73,120,9
E02005587,37,116,89,118,145,151,221,26
E02005588,34,81,29,79,88,111,165,18
E02005589,35,81,32,85,83,95,189,12
E02005590,55,106,56,92,69,84,168,28
E02005592,68,101,40,41,32,32,39,4
E02005593,52,70,31,52,94,81,123,10
E02005594,150,145,59,76,80,60,139,15
E02005595,294,300,85,112,82,57,91,6
E02005596,45,104,30,76,115,129,183,6
E02006907,63,69,22,29,28,27,41,7
E02006908,49,59,28,45,42,38,60,16
E02005597,131,224,87,207,174,128,181,16
E02005598,208,195,43,139,63,55,53,6
E02005599,89,146,61,76,64,47,73,6
E02005600,84,122,35,161,41,59,60,8
E02005601,90,115,47,107,80,77,100,6
E02005602,227,288,82,193,128,116,124,6
E02005603,76,155,59,121,78,68,98,9
E02005604,147,189,58,188,84,86,107,10
E02005605,165,221,57,209,105,81,107,13
E02005606,65,124,20,151,86,67,76,3
E02005607,108,180,52,243,118,98,138,13
E02005608,98,151,35,202,102,99,118,13
E02005609,99,145,36,193,93,93,114,5
E02005610,106,162,36,249,82,85,136,8
E02005611,130,205,61,205,119,134,179,13
E02006227,133,164,33,186,42,63,84,5
E02006228,83,118,28,131,55,62,61,9
E02006229,97,136,37,136,75,66,75,6
E02006230,149,220,58,190,100,126,139,13
E02006231,111,129,33,111,55,58,81,31
E02006232,90,115,42,164,56,73,75,8
E02006233,125,195,53,151,138,133,167,33
E02006234,70,85,37,122,121,105,136,26
E02006235,194,240,49,187,64,65,77,17
E02006236,228,288,81,185,116,108,112,10
E02006237,116,172,37,127,101,87,99,5
E02006238,81,152,51,158,168,145,202,19
E02006239,31,69,31,90,87,59,95,8
E02006240,54,77,33,134,69,64,77,8
E02006241,60,102,49,115,94,76,144,8
E02006242,63,84,24,113,45,54,82,5
E02006243,61,113,25,113,78,65,119,10
E02006826,79,144,45,109,136,81,155,19
E02006245,59,114,64,97,118,88,201,19
E02006246,61,135,86,72,134,79,104,13
E02006247,21,61,35,59,79,76,137,10
E02006248,45,120,58,77,91,89,134,12
E02006249,171,161,43,93,64,47,67,15
E02006250,30,50,15,33,42,86,107,7
E02006251,34,66,35,41,45,51,62,6
E02006252,55,80,48,51,89,82,115,11
E02006253,147,197,94,93,112,80,78,7
E02006254,30,58,17,62,75,80,143,18
E02006255,36,62,28,50,76,59,66,4
E02006256,35,54,29,69,79,73,111,22
E02006257,53,92,48,94,123,112,185,18
E02006258,25,49,23,39,82,82,125,14
E02006259,43,83,57,66,78,72,94,11
E02006260,22,50,37,52,99,113,173,9
E02006261,149,172,35,229,69,78,91,16
E02006262,155,205,38,232,64,71,95,13
E02006263,135,176,29,281,70,99,85,4
E02006264,138,156,47,126,78,69,96,5
E02006265,98,149,41,153,93,79,139,8
E02006266,187,209,53,200,91,103,126,7
E02006267,107,175,40,185,67,85,82,2
E02006268,60,99,39,74,109,106,129,13
E02006269,98,147,51,104,69,54,65,14
E02006270,71,126,35,92,91,80,110,6
E02006271,97,136,44,141,91,80,130,8
E02006272,94,132,45,151,123,94,145,13
E02006273,111,159,39,144,77,85,111,8
E02006274,80,108,23,91,60,63,69,18
E02006275,27,59,40,63,90,97,153,8
E02006276,166,191,48,139,80,90,119,8
E02006277,67,90,25,31,22,32,29,2
E02006278,146,170,42,92,58,59,88,10
E02006279,117,205,54,104,129,105,140,13
E02006280,189,237,55,188,96,98,126,14
E02006281,180,194,67,124,116,97,130,25
E02006282,165,172,41,181,52,67,82,6
E02006283,89,152,32,127,79,82,81,12
E02006284,42,66,26,68,112,106,155,11
E02006285,41,63,17,69,62,45,82,13
E02006286,57,87,30,62,137,117,173,7
E02006287,178,203,31,237,57,69,61,4
E02006288,202,232,40,198,70,81,78,10
E02006289,181,215,48,237,86,109,113,15
E02006290,189,194,57,195,136,83,138,10
E02006291,178,178,54,128,76,76,60,5
E02006292,180,171,39,154,59,58,68,4
E02006293,169,207,53,182,89,113,98,16
E02006294,251,262,71,138,69,76,91,11
E02006295,118,196,104,168,150,119,150,7
E02006296,189,252,83,165,116,80,90,6
E02006297,154,203,71,142,93,51,76,4
E02006298,83,158,59,91,91,96,141,16
E02006299,260,360,116,181,137,82,100,6
E02006300,26,82,50,77,89,86,180,9
E02006301,82,130,44,102,44,45,85,18
E02006302,115,218,57,148,112,98,98,9
E02006303,37,73,32,68,103,116,178,23
E02006304,60,191,64,124,185,152,214,19
E02006305,21,57,25,58,73,83,170,13
E02006306,66,136,62,89,133,105,214,14
E02006307,125,201,69,149,144,103,130,20
E02006308,37,85,38,80,80,82,127,22
E02006309,53,101,37,114,140,138,192,22
E02006310,55,120,38,86,103,74,124,13
E02006311,98,199,61,169,173,119,169,15
E02006312,131,181,56,184,131,103,137,11
E02006313,91,219,70,183,223,170,234,12
E02006314,96,154,36,153,100,85,133,12
E02006315,164,186,55,170,83,62,79,9
E02006316,112,194,62,186,113,123,146,14
E02000166,189,131,18,74,35,24,27,17
E02000167,229,197,19,81,8,20,26,7
E02000168,91,98,28,50,46,36,46,27
E02000169,203,136,12,106,5,12,13,10
E02000170,76,108,16,80,14,24,21,24
E02000171,115,119,24,59,31,48,26,20
E02000172,44,49,23,64,68,60,94,27
E02000173,127,123,20,64,11,10,14,7
E02000174,68,55,27,52,42,38,65,27
E02000175,68,75,19,54,23,31,31,16
E02000176,113,130,22,41,14,14,7,2
E02000177,49,70,18,55,67,73,75,24
E02000178,31,69,21,47,35,54,67,30
E02000179,86,73,22,68,19,26,26,9
E02000180,62,46,20,48,30,28,44,17
E02000181,78,68,19,53,15,21,15,7
E02000182,119,104,22,82,18,15,20,16
E02000183,146,111,24,84,25,44,53,16
E02000184,34,50,16,38,33,46,68,18
E02000185,38,74,44,65,39,60,73,26
E02000186,87,61,18,59,25,29,41,12
E02000187,13,41,21,39,53,77,96,26
E02000188,21,33,19,49,55,61,62,20
E02000189,18,37,2,34,35,34,33,19
E02000190,50,66,23,43,28,67,39,17
E02000191,79,75,15,34,14,17,25,8
E02000192,39,54,18,37,45,46,34,18
E02000193,110,90,14,66,28,35,30,8
E02000001,201,135,31,59,17,32,25,21
E02000345,42,40,16,72,23,38,34,22
E02000346,15,21,19,37,38,47,40,20
E02000347,32,38,16,48,32,34,34,21
E02000348,12,39,27,43,24,36,53,16
E02000350,15,29,16,32,35,39,57,21
E02000351,21,41,27,41,28,39,38,7
E02000352,30,46,16,42,32,30,46,14
E02000353,12,38,14,33,24,40,50,23
E02000354,17,33,31,39,44,65,90,37
E02000355,24,23,24,44,32,46,64,45
E02000356,23,28,17,33,17,31,48,19
E02000357,7,31,22,24,37,61,100,35
E02000358,13,32,16,47,52,66,97,57
E02000359,9,19,10,29,47,45,58,20
E02000360,14,27,21,54,53,88,98,26
E02000361,10,33,18,32,30,50,59,11
E02000362,10,21,20,32,29,43,62,18
E02000363,15,26,24,37,58,80,114,22
E02000364,39,54,15,37,33,50,63,27
E02000365,43,69,24,77,51,60,114,40
E02000366,32,34,22,33,30,60,84,19
E02000367,15,27,19,30,25,29,37,12
E02000368,16,31,24,35,52,64,107,33
E02000369,21,30,15,42,48,73,79,51
E02000370,15,24,19,23,32,48,65,17
E02000371,25,36,16,33,29,39,48,24
E02006918,8,22,19,23,30,27,48,21
E02006921,9,23,19,42,22,55,67,17
E02000372,11,22,25,42,47,52,90,14
E02000373,6,20,14,25,35,26,62,31
E02000374,25,50,15,39,45,43,72,12
E02000375,21,27,11,44,47,48,65,14
E02000376,12,32,10,38,24,36,50,16
E02000377,27,44,20,40,43,47,82,22
E02000378,26,43,25,25,20,35,28,14
E02000379,49,88,21,36,30,35,28,41
E02000380,35,36,21,34,24,20,40,13
E02000381,65,64,15,44,23,23,30,8
E02000382,67,79,19,31,15,19,22,16
E02000383,88,104,25,59,24,28,26,23
E02000384,37,57,28,51,37,52,66,29
E02000385,31,47,18,22,14,19,14,5
E02000386,24,25,25,32,40,39,67,19
E02000387,13,41,16,27,36,29,42,19
E02000388,34,86,16,57,40,58,80,13
E02000389,54,83,30,67,37,54,60,15
E02000390,26,43,10,43,36,42,40,12
E02000391,86,86,17,56,34,37,52,8
E02000392,46,70,21,32,36,29,51,13
E02000393,42,36,14,40,30,22,23,10
E02000394,41,48,9,35,36,26,48,10
E02000395,100,115,15,49,8,14,20,5
E02000396,57,62,21,39,26,24,33,4
E02000397,20,50,27,65,33,33,59,12
E02000398,12,27,14,20,36,53,75,27
E02000400,44,51,21,57,36,36,52,17
E02000401,5,28,19,38,27,44,78,17
E02000402,9,29,14,33,27,38,56,22
E02000403,21,36,19,57,30,43,42,15
E02000404,15,28,25,41,41,41,66,29
E02000405,62,75,17,63,25,19,21,2
E02000406,9,32,14,20,42,63,52,8
E02000407,12,29,11,26,36,72,65,26
E02000408,11,14,20,32,56,61,65,29
E02000409,17,30,10,29,45,48,73,34
E02000410,64,81,17,57,21,25,17,6
E02000411,14,29,19,27,46,51,58,25
E02000412,19,20,17,35,43,52,48,23
E02000413,99,68,18,76,23,24,22,12
E02000414,21,27,22,35,44,53,61,17
E02000415,19,31,20,56,44,66,49,15
E02000416,24,58,27,49,27,27,51,21
E02000417,102,107,10,73,10,11,27,22
E02000418,63,80,20,60,14,22,32,6
E02000419,20,20,25,47,39,45,47,20
E02000420,16,35,20,38,25,40,73,36
E02000421,9,23,20,31,33,53,53,33
E02000422,13,28,18,30,44,45,76,26
E02000423,14,37,15,32,39,36,69,14
E02000424,36,51,18,30,24,27,34,10
E02000425,14,27,12,43,32,31,42,15
E02000426,165,109,18,82,8,20,15,19
E02000427,17,23,18,44,29,32,45,8
E02000428,12,43,15,31,44,44,70,18
E02000429,87,89,24,55,10,14,14,6
E02000430,48,50,19,46,14,22,20,10
E02000431,100,106,10,33,11,7,6,3
E02000432,24,39,10,29,22,29,40,13
E02006794,8,26,8,24,35,43,79,39
E02000554,26,45,31,33,50,59,65,33
E02000555,45,52,24,42,56,54,78,22
E02000556,21,43,21,41,53,68,74,22
E02000557,41,57,30,49,42,72,76,21
E02000558,25,17,15,40,51,58,69,60
E02000559,35,55,18,39,39,56,64,10
E02000560,17,29,4,38,31,47,55,17
E02000561,70,65,23,53,32,37,50,15
E02000562,49,60,8,45,47,47,62,31
E02000563,18,41,22,42,45,65,103,25
E02000564,23,37,25,54,40,47,49,24
E02000565,26,44,21,40,29,43,55,36
E02000566,60,86,12,44,30,32,50,9
E02000567,42,58,15,45,63,50,82,25
E02000568,14,38,34,43,67,82,82,22
E02000569,87,86,35,67,63,50,84,20
E02000570,83,86,21,65,21,19,41,11
E02000571,33,67,19,51,32,62,74,16
E02000572,20,49,25,55,42,66,93,28
E02000573,75,91,19,60,30,31,47,19
E02000574,47,54,7,45,29,40,68,23
E02000575,59,76,22,58,38,62,63,11
E02000576,31,32,28,47,50,69,86,10
E02000577,18,47,14,40,45,83,112,34
E02000578,20,38,16,31,31,60,58,33
E02000579,51,90,19,72,42,57,79,25
E02000580,36,68,26,62,41,70,71,28
E02000581,46,68,27,49,60,63,104,34
E02000582,113,111,20,82,18,13,16,19
E02000583,145,121,14,52,16,21,17,9
E02000584,180,154,8,98,9,14,10,9
E02000585,140,143,14,92,13,4,8,15
E02000586,149,97,14,68,3,14,9,5
E02000587,184,130,26,66,5,9,7,8
E02000588,191,136,10,130,14,13,16,7
E02000589,91,93,17,36,8,13,14,21
E02000590,118,103,23,86,26,34,49,20
E02000591,57,55,15,49,25,26,24,14
E02000592,117,116,9,81,3,11,2,3
E02000593,69,95,18,61,20,19,13,16
E02000594,208,218,51,101,56,62,58,15
E02000595,171,154,21,74,17,19,23,19
E02000596,118,117,12,78,17,9,24,13
E02000597,57,98,12,54,41,31,57,21
E02000619,38,51,22,38,61,87,65,32
E02000620,50,59,21,29,36,42,56,20
E02000621,44,60,19,33,32,57,62,20
E02000622,28,41,8,23,38,33,52,15
E02000623,24,44,17,25,43,52,73,27
E02000624,25,32,14,28,22,39,54,22
E02000625,14,23,17,19,27,33,46,18
E02000626,14,17,13,19,36,44,75,20
E02000627,32,50,13,30,38,51,69,28
E02000628,15,39,18,31,38,66,88,31
E02000629,30,42,20,31,32,40,58,10
E02000630,39,48,14,32,23,28,27,8
E02000631,48,52,29,48,36,35,50,14
E02000632,19,23,13,32,38,36,55,14
E02000633,16,39,20,29,40,47,87,22
E02000634,32,35,18,23,25,29,42,41
E02000635,20,39,13,35,30,30,55,15
E02000636,37,55,19,30,26,23,25,6
E02000637,11,50,30,39,34,47,51,12
E02000638,26,37,27,35,25,41,86,40
E02000639,16,23,20,32,32,47,37,19
E02000640,35,83,38,55,35,36,40,16
E02000641,20,39,15,24,32,44,67,22
E02000642,77,72,35,56,29,42,53,20
E02000643,34,50,29,42,41,48,30,14
E02000644,31,69,26,58,37,28,43,14
E02000645,41,73,21,41,26,32,35,10
E02000646,52,80,37,72,27,31,35,24
E02000647,60,79,32,69,43,28,59,14
E02000648,20,48,21,49,34,45,80,18
E02000649,42,65,21,40,30,37,54,22
E02000650,27,38,21,33,41,28,47,11
E02000651,61,56,37,48,38,55,47,34
E02000652,24,64,38,51,39,55,47,22
E02006801,55,52,21,29,51,39,57,7
E02000653,11,25,6,16,22,49,42,21
E02000654,8,17,12,19,40,56,62,33
E02000655,14,20,14,29,27,46,46,29
E02000657,24,34,24,38,44,52,48,23
E02000658,34,35,26,45,34,50,58,13
E02000659,70,54,14,43,15,43,35,15
E02000660,20,23,14,27,31,31,56,17
E02000661,84,86,30,34,34,27,32,10
E02000662,21,22,14,23,34,54,37,13
E02000663,20,64,21,40,45,36,46,11
E02000664,26,45,39,55,48,65,98,19
E02000665,34,57,31,37,42,57,65,16
E02000666,18,38,22,51,30,56,49,23
E02000667,19,34,19,41,41,46,38,7
E02000668,54,59,37,43,49,43,40,10
