msoa11cd,"1. Higher managerial, administrative and professional occupations","2. Lower managerial, administrative and professional occupations",3. Intermediate occupations,4. Small employers and own account workers,5. Lower supervisory and technical occupations,6. Semi-routine occupations,7. Routine occupations,8. Never worked and long-term unemployed
E02002185,4,16,15,10,18,16,33,9
E02002186,9,39,34,32,54,70,75,26
E02002187,9,25,20,7,19,30,16,8
E02002188,11,24,22,11,21,45,36,19
E02002189,5,25,28,6,16,68,38,49
E02002190,15,40,37,28,32,94,74,122
E02002191,7,35,47,13,30,73,70,76
E02002192,14,30,29,14,33,36,37,21
E02002193,2,17,20,18,29,50,45,61
E02002194,5,20,42,12,39,77,56,35
E02002195,7,24,30,5,17,40,34,12
E02002196,8,32,16,15,26,43,36,24
E02002197,12,44,35,12,46,48,44,30
E02002198,22,24,33,11,31,35,36,30
E02002199,14,29,17,16,41,46,28,10
E02002200,11,28,34,14,32,43,27,38
E02002201,17,54,56,22,75,73,56,54
E02002202,15,48,38,11,36,48,33,31
E02002203,5,20,23,13,32,63,60,59
E02002204,21,47,49,15,46,53,54,32
E02002205,14,43,34,21,39,42,53,34
E02002206,8,34,32,18,44,75,53,55
E02002207,7,33,30,10,26,61,25,60
E02002208,3,38,41,6,46,65,51,46
E02002209,2,21,16,5,31,44,54,68
E02002210,11,25,41,12,30,56,40,51
E02002211,11,29,22,10,19,37,24,61
E02002212,7,23,26,7,16,42,24,50
E02002213,9,26,26,13,28,43,37,22
E02002214,5,23,24,6,37,44,35,24
E02002215,22,27,45,20,20,99,51,116
E02002216,7,21,30,20,21,67,49,129
E02002217,9,37,37,9,24,58,53,82
E02002218,13,29,28,12,32,55,45,60
E02002219,4,17,26,15,15,66,33,82
E02002220,6,20,40,17,18,73,49,97
E02002221,15,61,62,21,44,116,86,178
E02002222,3,30,22,10,12,41,40,58
E02002223,8,14,23,13,18,59,50,102
E02002224,5,29,29,15,23,72,50,109
E02002225,9,28,32,18,32,43,57,48
E02002226,9,40,53,22,24,111,80,125
E02002227,3,20,13,6,10,30,54,115
E02002228,1,18,16,6,36,58,71,53
E02002229,5,29,27,20,35,43,37,35
E02002230,5,30,24,12,22,80,73,124
E02002231,17,39,59,21,43,81,64,98
E02002232,5,13,12,11,13,51,35,58
E02002233,8,26,29,7,22,81,56,113
E02002234,5,21,18,4,34,54,67,100
E02002235,7,19,20,8,29,36,43,71
E02002236,6,17,23,5,26,33,25,29
E02002237,12,18,32,14,38,59,53,51
E02002238,4,17,29,13,29,41,40,44
E02002239,5,26,28,17,41,57,77,69
E02002240,12,35,54,21,62,74,72,43
E02002241,6,42,46,20,59,81,100,103
E02002242,11,33,29,13,34,53,53,33
E02002243,12,42,44,25,30,67,67,66
E02002244,12,27,23,13,33,38,43,32
E02002245,3,18,15,9,16,36,46,51
E02002246,18,36,37,18,57,50,53,19
E02002247,10,32,17,16,25,31,29,38
E02002248,1,18,27,11,35,69,69,53
E02002249,1,26,22,9,29,41,65,48
E02002250,12,36,19,14,39,39,55,29
E02002251,8,61,34,10,43,57,56,71
E02002252,11,25,21,7,27,36,31,21
E02002253,8,25,14,12,24,43,51,35
E02002254,5,26,24,9,21,32,22,11
E02002255,10,24,22,10,17,69,44,86
E02002256,10,34,25,27,43,55,46,43
E02002257,15,13,19,7,14,57,32,58
E02002258,16,43,26,22,39,46,58,35
E02002259,10,26,27,10,31,38,43,30
E02002260,8,46,52,19,47,65,74,56
E02002261,12,31,21,17,64,66,58,30
E02002262,9,30,31,11,45,46,48,36
E02002263,8,23,22,17,34,45,48,43
E02002264,16,28,22,8,16,44,24,18
E02002265,4,19,15,16,25,36,29,18
E02002266,6,31,30,11,31,23,37,12
E02002267,7,26,30,19,42,47,56,45
E02002268,16,51,34,18,55,56,71,51
E02002269,9,37,26,19,42,48,47,46
E02002270,9,34,15,24,30,37,43,20
E02002271,9,30,15,15,34,27,39,21
E02002272,10,33,29,16,51,70,85,57
E02002273,10,30,18,5,27,47,42,30
E02002274,7,30,19,9,46,54,43,28
E02002275,12,33,30,16,49,80,42,43
E02002276,9,26,17,11,41,64,55,44
E02002277,9,29,19,9,35,47,39,44
E02002278,11,15,23,18,24,44,45,53
E02002279,7,23,11,9,43,44,59,44
E02002280,6,18,26,7,21,38,49,46
E02002281,10,37,45,33,52,95,68,62
E02002282,8,19,31,19,27,41,48,68
E02002283,9,28,29,11,23,66,42,61
E02002284,6,18,30,14,37,51,46,32
E02002285,10,22,31,20,47,60,40,22
E02002286,11,16,14,12,24,61,50,44
E02002287,13,30,23,9,27,57,64,61
E02002288,10,33,23,17,49,67,102,61
E02002289,7,12,15,13,27,57,63,58
E02002290,4,22,11,14,36,48,28,12
E02002291,8,23,21,6,34,51,29,28
E02002292,9,26,25,7,16,39,37,25
E02002293,6,17,16,12,24,62,77,60
E02002294,16,20,45,11,33,88,56,85
E02002295,4,18,16,7,16,45,45,63
E02002296,12,30,22,12,26,35,34,18
E02002297,7,27,20,8,25,34,30,29
E02002298,5,21,14,13,36,43,56,74
E02002299,4,28,11,7,26,36,45,68
E02002300,16,28,20,8,29,22,36,27
E02002301,9,41,33,14,20,44,28,54
E02002302,6,25,20,20,39,39,36,16
E02002303,13,24,25,12,26,34,35,37
E02002304,8,28,24,11,28,50,24,37
E02002305,5,17,17,11,32,46,52,44
E02002306,9,24,25,16,39,44,45,19
E02002307,6,21,28,11,45,40,49,37
E02002308,8,37,24,10,34,45,41,32
E02002309,13,34,13,14,22,38,33,40
E02002310,7,20,19,9,25,54,44,29
E02002311,4,26,14,10,30,39,52,46
E02002312,12,30,20,6,24,63,66,45
E02002313,5,16,17,15,24,50,49,68
E02002314,11,21,12,7,22,42,29,36
E02002315,10,39,23,17,33,69,48,44
E02002316,10,22,11,18,26,41,27,20
E02002317,8,31,20,9,26,52,44,62
E02002318,10,25,15,6,18,56,43,45
E02002319,6,21,17,11,38,49,45,30
E02002320,9,19,27,8,19,43,33,41
E02002321,12,15,14,11,20,31,31,22
E02002322,5,21,10,16,30,27,38,26
E02002323,16,32,24,17,36,43,45,25
E02002324,6,31,11,11,32,35,28,24
E02002325,5,34,24,15,47,51,51,20
E02002326,9,15,18,10,21,30,31,13
E02002327,12,37,26,26,42,59,46,29
E02002328,6,33,11,8,31,36,30,30
E02002329,13,35,33,19,41,65,69,41
E02002330,9,27,24,9,18,36,15,7
E02002331,5,30,6,19,53,71,95,165
E02002332,4,17,21,7,28,38,37,19
E02002333,7,31,21,18,33,50,36,16
E02002334,11,26,13,7,23,29,24,11
E02002335,14,42,20,10,18,25,27,11
E02002336,6,25,19,6,22,19,21,11
E02002337,10,55,30,12,19,28,17,12
E02002338,10,27,19,13,21,36,25,7
E02002339,4,19,14,10,28,36,29,29
E02002340,7,21,20,12,29,38,19,20
E02002341,22,21,26,15,19,21,19,13
E02002342,7,21,22,13,20,38,23,26
E02002343,11,23,24,13,17,38,27,16
E02002344,12,38,24,7,10,25,19,14
E02002345,5,24,16,6,17,22,12,20
E02002346,8,26,15,12,15,34,34,39
E02002347,9,20,23,9,13,38,32,35
E02002348,6,27,20,11,18,41,30,27
E02002349,16,19,25,6,5,24,9,22
E02002350,16,41,21,9,18,28,26,5
E02002351,12,19,22,4,25,21,12,11
E02002352,25,29,33,13,23,29,23,20
E02002353,5,24,27,7,7,29,20,24
E02002354,13,45,21,8,17,38,24,30
E02002356,17,38,22,7,23,30,12,17
E02002357,20,47,36,12,28,37,52,24
E02002358,9,30,22,9,30,56,42,35
E02002359,13,23,20,10,25,31,19,12
E02002360,16,47,26,9,17,36,32,34
E02002361,9,26,22,3,10,31,20,25
E02002362,11,33,28,10,33,53,49,70
E02002363,33,40,28,4,13,24,17,23
E02002364,4,28,16,9,23,55,44,65
E02002366,17,23,34,11,13,39,25,38
E02002367,8,16,17,10,8,36,24,63
E02002368,18,32,28,9,40,34,22,12
E02002369,9,20,23,13,31,65,48,68
E02002370,5,23,36,5,48,41,52,55
E02002371,25,35,52,14,20,45,31,97
E02002373,42,123,68,19,46,79,41,38
E02002374,39,68,31,13,29,52,32,41
E02002375,4,14,19,6,19,33,42,51
E02002376,1,26,19,11,26,56,55,93
E02002377,6,21,40,16,27,45,48,67
E02002379,3,12,15,6,18,35,48,57
E02002380,4,22,21,11,25,27,36,23
E02002381,5,39,22,13,33,42,27,30
E02002382,3,19,16,16,12,49,41,67
E02002383,23,79,61,9,46,78,45,45
E02002384,23,40,41,15,35,61,42,67
E02002385,45,115,101,18,64,102,42,47
E02002386,9,42,28,17,51,53,42,22
E02002387,10,20,21,16,24,49,41,42
E02002388,11,30,17,8,31,65,53,50
E02002389,9,15,18,11,17,43,47,69
E02002390,6,29,26,13,35,47,39,33
E02002391,14,50,30,10,42,45,45,29
E02002392,18,65,30,8,20,40,30,39
E02002393,7,38,32,19,33,62,62,75
E02002394,4,21,24,4,15,43,54,77
E02002395,13,31,25,15,22,33,16,17
E02002396,16,73,47,17,49,79,54,57
E02002397,13,20,37,20,39,59,39,33
E02002398,9,31,30,13,41,43,52,22
E02002399,10,21,27,4,32,40,42,47
E02002400,13,35,32,21,48,73,99,101
E02002401,3,16,21,5,21,39,57,84
E02002402,6,34,27,8,32,37,22,15
E02002403,12,29,22,5,24,27,45,16
E02002404,66,94,82,18,48,58,47,69
E02002405,4,41,37,15,28,43,38,22
E02002406,9,36,31,9,35,40,42,15
E02002407,4,20,28,11,29,49,63,73
E02002408,15,20,34,8,30,51,27,28
E02002409,6,20,22,14,32,44,49,44
E02002410,16,32,27,10,37,40,55,29
E02002411,46,70,43,10,23,65,60,78
E02002412,9,29,34,11,26,44,57,28
E02002414,12,26,22,4,24,49,59,49
E02002415,2,11,17,19,14,53,75,85
E02002416,11,23,22,15,26,44,37,27
E02002417,10,34,16,17,34,45,41,18
E02002418,5,26,35,12,48,57,46,23
E02002419,8,30,22,12,33,43,60,59
E02002420,13,25,33,12,35,54,61,51
E02002421,3,21,18,5,21,52,63,53
E02002422,9,32,17,10,26,28,20,14
E02002423,2,23,21,23,30,48,60,52
E02002424,14,32,25,12,45,49,51,22
E02002425,11,39,28,9,43,46,38,34
E02002426,13,29,29,9,39,43,41,15
E02002427,8,27,22,15,31,29,41,33
E02002428,12,29,32,12,26,40,43,30
E02002429,7,35,31,9,34,48,34,30
E02002430,4,18,15,21,21,61,75,75
E02002431,11,48,30,12,39,60,58,37
E02002432,5,41,27,9,47,24,45,32
E02002433,7,23,23,10,26,46,39,20
E02002434,14,41,45,18,36,59,51,29
E02002435,6,38,19,8,33,47,36,26
E02002436,6,20,17,13,28,46,56,39
E02002437,6,24,25,10,25,33,33,26
E02006852,38,151,66,21,57,57,31,57
E02006861,43,107,84,21,48,77,49,67
E02006875,102,172,83,6,28,37,23,35
E02006876,64,94,39,7,47,53,35,33
E02002438,4,15,17,17,45,62,96,81
E02002439,5,39,39,11,48,58,89,50
E02002440,5,21,30,10,40,65,92,78
E02002441,6,43,32,9,35,66,123,55
E02002442,15,38,30,6,52,59,57,32
E02002443,8,45,34,12,30,41,37,33
E02002444,9,22,20,8,37,34,36,21
E02002445,7,23,22,14,38,40,46,37
E02002446,11,25,33,10,38,34,58,14
E02002447,9,20,28,7,60,64,63,34
E02002448,8,27,29,8,45,83,90,58
E02002449,8,38,25,14,57,67,79,36
E02002450,6,22,30,19,30,39,62,22
E02002451,8,24,34,8,35,39,34,28
E02002452,5,38,15,7,42,62,77,48
E02002453,6,35,31,17,39,72,145,47
E02002454,9,36,35,24,38,51,83,50
E02002455,1,19,11,8,34,68,57,50
E02002456,8,31,11,17,22,45,44,53
E02002457,5,19,25,14,36,56,68,64
E02002458,11,28,33,17,60,57,60,26
E02002459,10,36,31,12,48,74,97,50
E02002460,5,29,27,11,28,41,43,33
E02002461,7,38,28,20,55,61,93,49
E02002462,15,28,34,12,45,35,45,32
E02002463,1,38,24,12,36,60,74,85
E02002464,5,28,23,13,45,78,84,61
E02002465,7,25,16,16,21,65,40,26
E02002466,12,32,31,19,38,56,53,36
E02002467,10,28,34,8,32,68,110,88
E02002468,10,29,24,8,22,44,34,32
E02002469,6,31,23,8,37,54,48,23
E02002470,12,18,21,4,13,21,18,14
E02002471,10,34,45,18,41,60,63,18
E02002472,8,22,17,19,27,33,32,10
E02002473,6,21,13,18,31,44,42,19
E02002474,7,15,18,16,32,40,48,45
E02002475,6,23,14,8,25,28,32,15
E02002476,3,19,14,7,27,50,77,58
E02002477,6,16,23,19,35,46,64,41
E02002478,4,12,17,13,24,31,83,38
E02002479,4,31,38,15,36,46,112,54
E02002480,4,9,25,9,28,44,69,32
E02002481,3,17,20,14,29,34,88,39
E02002482,2,13,13,12,22,32,84,53
E02002796,10,20,19,7,27,31,23,16
E02002797,8,27,16,4,20,30,21,16
E02002798,15,59,43,15,48,67,45,17
E02002799,3,19,19,8,28,60,59,47
E02002800,11,27,19,3,20,26,18,18
E02002801,11,42,36,9,44,56,58,34
E02002802,9,35,22,12,35,82,77,75
E02002803,40,58,35,5,34,68,27,55
E02002804,11,28,33,3,49,76,72,50
E02002805,9,33,22,10,25,46,20,11
E02002806,28,68,29,11,32,64,46,31
E02002807,8,35,38,20,54,67,74,53
E02002808,44,101,69,23,76,146,121,78
E02002809,13,31,18,13,33,60,46,43
E02002810,10,43,27,6,40,48,27,18
E02002811,11,29,20,9,33,83,93,121
E02002812,16,47,16,4,18,46,28,20
E02002813,21,18,37,16,28,114,91,121
E02002814,14,34,27,8,29,49,28,13
E02002815,7,17,19,17,23,74,57,67
E02002816,16,39,26,5,26,38,31,19
E02002817,6,29,18,3,18,44,30,26
E02002818,3,24,13,11,18,65,55,81
E02002819,26,37,34,9,40,98,52,38
E02002820,15,40,38,15,46,100,81,73
E02002821,8,35,28,19,47,102,104,120
E02002822,9,21,14,10,30,52,32,31
E02002823,5,39,26,12,40,69,47,51
E02002824,11,31,34,16,40,82,69,72
E02002825,15,36,18,4,27,44,34,32
E02002826,16,26,23,7,28,52,26,27
E02002827,7,31,14,9,29,50,47,36
E02002828,9,29,50,4,14,33,38,37
E02002829,6,27,26,10,39,104,92,99
E02002830,7,39,24,21,42,77,72,87
E02002831,7,21,26,10,17,42,36,39
E02002832,10,21,33,9,9,65,35,57
E02002833,16,35,40,3,14,67,37,44
E02002834,18,58,45,16,48,61,71,34
E02002835,26,52,54,9,40,63,50,43
E02002836,22,23,41,6,23,60,40,39
E02002837,10,18,26,7,26,50,55,72
E02002838,4,15,22,14,23,54,55,73
E02002839,5,30,22,12,30,56,43,56
E02002842,7,46,23,13,30,96,78,67
E02002843,11,32,66,15,27,104,90,107
E02002844,6,17,54,10,9,66,78,85
E02002845,8,28,39,7,30,64,51,57
E02002846,11,33,28,13,28,45,53,23
E02002847,9,35,63,12,13,91,56,61
E02002848,18,30,49,12,21,60,55,94
E02002849,21,61,56,21,52,85,121,51
E02002851,19,29,51,12,18,34,16,32
E02002852,1,15,18,9,23,48,60,97
E02002853,38,51,65,14,24,56,50,84
E02002854,5,17,25,16,37,63,78,72
E02002855,12,42,21,12,19,59,41,37
E02002856,41,77,52,14,19,50,33,28
E02002857,10,36,29,12,31,38,55,38
E02002858,14,24,31,3,12,29,16,18
E02002860,3,30,19,19,36,54,55,53
E02002861,2,21,22,14,32,47,55,107
E02002862,4,21,18,11,32,66,81,52
E02006815,5,24,26,16,27,69,66,73
E02006817,10,33,24,5,18,51,40,38
E02006819,2,22,18,14,25,63,65,65
E02006850,11,49,37,13,25,45,49,60
E02006851,40,60,26,10,33,30,23,43
E02002868,4,14,19,4,20,31,30,30
E02002869,4,19,16,17,23,42,50,74
E02002871,7,25,20,13,30,74,61,57
E02002872,6,21,34,12,44,74,82,96
E02002873,6,27,37,16,35,77,73,94
E02002874,12,21,38,27,39,73,96,99
E02002875,13,32,32,14,20,73,57,77
E02002876,13,32,23,10,28,75,56,64
E02002877,11,42,25,9,31,33,25,28
E02002878,5,15,21,11,31,61,70,137
E02002879,12,51,35,14,27,48,30,46
E02002880,4,21,26,9,39,66,58,124
E02002881,4,20,16,12,20,36,60,78
E02002882,27,67,37,11,18,47,37,39
E02002883,9,39,25,6,23,54,32,49
E02002884,18,45,36,9,28,55,45,50
E02002885,7,39,43,23,29,74,55,61
E02002886,6,24,29,16,20,41,45,56
E02002887,5,17,14,4,27,41,43,45
E02002888,2,17,23,4,18,53,45,72
E02002889,23,48,23,9,16,54,50,65
E02002890,17,53,34,14,20,39,60,118
E02002891,6,28,47,13,33,44,44,45
E02002892,4,20,20,7,20,42,47,77
E02002893,19,45,39,8,27,66,78,81
E02002894,14,36,28,9,23,23,21,21
E02002895,67,63,27,8,19,26,30,27
E02002896,21,47,39,15,26,74,86,63
E02002897,11,33,38,5,19,35,30,18
E02002898,33,35,35,14,18,42,35,55
E02002899,12,20,11,4,13,29,30,39
E02002901,9,27,17,10,27,40,38,24
E02002902,4,30,33,16,41,66,71,64
E02002903,4,21,16,11,33,48,58,60
E02002904,7,24,24,6,41,49,50,42
E02006834,3,23,22,11,32,64,80,77
E02006904,53,102,47,4,40,51,40,45
E02006905,18,47,22,9,28,60,61,46
E02002863,18,61,147,25,36,61,103,52
E02002864,3,20,4,13,30,36,49,16
E02002865,6,32,11,17,32,35,40,10
E02002866,6,22,22,6,27,23,24,13
E02002867,2,28,15,14,25,36,36,12
E02004029,4,24,20,16,45,65,67,41
E02004030,4,20,10,17,21,32,36,18
E02004031,6,23,20,8,32,56,86,54
E02004032,8,43,22,21,40,56,58,20
E02004033,8,30,27,13,48,78,65,49
E02004034,11,20,23,16,38,49,48,19
E02004035,15,14,12,14,31,37,23,13
E02004036,13,38,31,26,67,90,109,49
E02004037,7,40,23,18,39,53,37,18
E02004038,11,34,19,11,33,54,37,21
E02004039,8,43,15,9,50,42,54,20
E02004040,6,40,27,12,33,91,64,49
E02004041,12,38,20,18,42,56,52,26
E02004043,11,24,19,3,36,51,41,20
E02004044,10,21,14,10,13,27,37,19
E02006827,8,28,19,22,41,82,75,44
E02004045,13,28,29,15,37,50,50,31
E02004046,8,16,23,11,25,48,51,28
E02004047,8,18,11,10,26,31,46,50
E02004048,2,22,24,11,32,44,47,55
E02004049,11,22,21,15,32,55,49,26
E02004050,12,21,25,12,21,71,87,53
E02004051,5,40,22,26,36,77,113,66
E02004052,5,31,29,12,52,49,63,33
E02004053,9,21,18,13,45,73,87,44
E02004054,5,38,17,10,53,67,88,36
E02004055,6,29,20,16,30,52,46,33
E02004056,7,27,18,12,44,70,68,69
E02004057,7,24,23,15,38,56,57,41
E02004058,5,18,14,19,32,67,64,63
E02004059,10,38,30,15,35,46,41,21
E02004060,6,20,22,11,35,57,54,42
E02004061,10,39,19,17,40,68,49,55
E02004062,8,44,28,9,42,64,53,43
E02004063,3,34,16,8,36,36,33,22
E02004064,20,63,49,15,46,90,54,61
E02004065,11,26,25,10,23,39,22,22
E02004066,15,52,35,12,48,94,63,31
E02004067,4,18,20,12,19,63,49,70
E02004068,7,17,13,20,42,39,40,17
E02004069,10,16,13,11,17,29,35,11
E02004070,4,22,11,24,30,28,32,9
E02004071,6,12,9,14,30,30,39,21
E02004072,5,31,32,14,49,55,49,22
E02004073,14,33,17,15,37,68,64,41
E02004074,3,17,13,15,34,45,53,22
E02004075,9,32,9,33,27,43,52,16
E02004076,5,27,10,18,39,35,70,18
E02004077,13,18,13,26,21,27,54,21
E02004078,1,19,25,26,33,58,76,65
E02004080,15,42,31,43,65,77,110,59
E02004081,9,21,16,9,19,34,39,17
E02004082,12,25,25,10,35,41,37,14
E02004083,12,20,20,18,49,74,71,38
E02004084,7,23,19,20,29,45,60,53
E02004085,15,39,25,13,47,68,50,61
E02004086,10,28,18,10,21,45,43,38
E02004087,8,25,23,18,38,53,56,51
E02004088,12,28,30,16,27,56,41,26
E02004089,11,39,24,11,37,62,67,49
E02004090,10,27,19,18,20,37,33,23
E02004091,9,29,39,16,47,66,51,35
E02004092,15,43,40,13,39,83,65,49
E02006828,7,34,26,21,33,51,46,17
E02004093,1,24,31,15,20,50,43,42
E02004094,7,17,25,14,48,54,68,67
E02004095,11,35,34,24,44,55,61,48
E02004096,13,55,29,21,35,63,44,23
E02004097,5,31,27,18,25,46,41,27
E02004098,8,21,20,23,42,64,54,37
E02004100,12,17,14,24,37,43,39,19
E02004102,7,33,23,15,56,67,62,36
E02004103,9,21,22,11,57,71,75,34
E02004104,6,29,15,21,41,59,43,16
E02006872,15,35,25,34,70,112,78,31
E02004105,11,45,39,25,59,98,83,42
E02004106,5,25,27,19,28,50,26,28
E02004108,7,24,27,14,36,44,48,34
E02004109,8,26,18,19,21,32,27,20
E02004110,8,31,31,6,26,50,40,13
E02004111,3,29,17,14,24,38,45,19
E02004112,8,17,15,7,17,27,18,14
E02004113,10,28,21,20,46,75,87,86
E02004114,6,18,19,16,23,41,22,26
E02004115,7,47,21,20,41,92,62,29
E02004116,9,31,26,12,33,72,60,58
E02004117,7,19,15,15,34,37,60,27
E02006804,11,38,26,14,42,78,56,47
E02004118,10,33,15,17,28,41,37,10
E02004119,22,53,37,13,42,48,47,21
E02004120,17,36,32,9,37,58,40,19
E02004121,4,30,22,7,37,43,18,7
E02004122,14,29,17,10,27,38,20,7
E02004123,9,24,13,10,31,16,20,22
E02004124,7,25,22,18,53,53,55,41
E02004125,9,27,40,21,54,65,83,54
E02004126,6,37,23,13,51,63,71,20
E02004128,13,29,34,15,65,42,94,30
E02006919,14,38,22,16,56,62,71,43
E02006920,4,34,22,23,46,67,59,33
E02005334,7,26,19,7,31,34,34,8
E02005335,6,21,11,23,23,31,37,17
E02005336,10,37,29,13,35,55,47,25
E02005337,8,40,31,18,41,70,71,26
E02005338,6,35,51,23,59,56,68,17
E02005339,11,37,31,15,33,52,41,13
E02005340,21,42,36,44,76,127,198,209
E02005341,10,26,23,18,34,34,61,18
E02005342,5,16,21,10,35,43,48,14
E02005343,7,23,19,12,31,38,31,6
E02005344,9,32,21,11,33,40,55,11
E02006820,12,33,31,17,45,41,50,25
E02005345,10,27,15,4,31,32,28,19
E02005346,19,70,38,13,50,105,85,67
E02005347,17,45,24,6,42,57,46,34
E02005348,12,21,25,5,27,47,26,14
E02005349,7,22,23,12,34,48,48,19
E02005350,6,23,16,11,36,49,39,12
E02005351,10,24,17,3,23,42,44,27
E02005352,6,18,16,9,25,20,26,6
E02005353,13,49,16,18,57,51,58,53
E02005354,17,36,21,9,34,37,32,18
E02005355,9,27,14,17,32,35,26,17
E02005356,13,25,15,3,26,29,24,15
E02005357,7,31,27,9,50,52,51,27
E02005358,10,46,26,18,50,54,57,30
E02005359,9,24,16,6,23,34,35,17
E02005360,9,24,17,6,16,18,31,13
E02005361,10,25,21,16,29,35,47,21
E02005362,7,25,13,18,21,43,45,18
E02005363,8,26,32,13,40,40,30,14
E02005364,6,24,17,14,25,38,31,10
E02005365,15,34,36,28,37,85,55,33
E02005366,13,20,21,5,27,35,43,11
E02005368,8,18,9,9,15,19,23,12
E02005369,10,36,28,10,35,31,37,14
E02005370,7,39,34,20,47,49,44,15
E02005371,7,45,27,30,38,54,66,23
E02005372,9,33,27,25,45,52,33,22
E02005373,12,24,21,11,50,47,60,26
E02005374,8,29,17,9,26,53,43,25
E02005375,12,42,25,12,28,41,44,6
E02005376,14,40,28,20,40,57,86,23
E02006816,2,28,17,12,26,37,33,15
E02005377,6,26,18,31,42,28,46,14
E02005378,16,21,27,12,31,25,31,13
E02005379,7,23,26,9,21,36,34,18
E02005380,5,32,14,13,36,36,39,19
E02005381,10,46,19,19,33,42,50,27
E02005382,18,35,33,15,59,61,80,38
E02005383,15,38,25,24,51,47,69,56
E02005384,7,22,7,9,32,33,40,20
E02005385,11,20,24,7,36,39,30,11
E02005386,17,50,37,22,43,59,78,42
E02005387,18,44,33,12,44,49,71,28
E02005388,9,15,22,9,39,40,39,19
E02005389,5,13,11,4,18,22,34,15
E02005390,10,44,23,14,37,34,35,19
E02005391,10,40,12,20,32,53,44,17
E02005392,5,41,27,17,49,65,57,14
E02005393,9,29,10,17,32,34,34,13
E02005394,15,43,24,9,53,92,94,42
E02005395,3,39,19,13,42,85,87,41
E02005396,8,23,11,16,34,35,34,8
E02005397,11,29,19,6,38,44,45,30
E02005398,10,20,11,12,25,36,27,11
E02005399,9,24,15,7,24,39,29,21
E02005400,7,21,20,12,32,25,28,24
E02005401,5,19,13,10,23,26,22,14
E02005402,12,22,20,13,29,28,26,19
E02005403,6,26,24,20,35,48,52,19
E02005404,8,23,22,9,34,42,39,25
E02005405,7,15,15,11,38,46,56,47
E02005406,5,24,18,17,41,57,81,34
E02005407,7,32,32,8,36,51,78,24
E02005408,6,21,24,13,42,39,70,17
E02005409,16,35,30,29,62,63,71,32
E02005412,8,34,31,9,36,44,28,21
E02005414,7,26,25,10,44,46,62,41
E02005415,7,25,33,19,36,43,65,28
E02005416,12,50,31,15,45,57,48,19
E02006818,10,27,35,11,38,52,49,15
E02006911,44,70,63,15,33,66,45,42
E02005417,3,24,25,15,31,56,62,47
E02005418,3,19,14,14,26,168,127,66
E02005419,10,30,26,12,49,140,135,41
E02005420,4,22,22,7,48,82,62,32
E02005422,9,13,25,13,35,45,34,25
E02005423,5,33,18,18,45,76,59,31
E02006864,5,30,21,7,28,58,45,19
E02006865,7,27,22,17,38,79,49,19
E02005424,10,30,25,13,61,48,51,46
E02005425,3,17,13,10,37,32,40,25
E02005426,3,26,28,14,61,62,61,62
E02005427,8,39,15,10,52,81,52,29
E02005428,2,15,12,10,26,50,61,38
E02005429,4,10,10,8,18,30,35,31
E02005430,4,14,8,16,27,41,30,24
E02005431,3,26,13,21,37,69,46,33
E02005432,5,22,15,17,27,47,36,23
E02005433,2,28,11,4,33,58,64,24
E02005434,3,29,19,9,31,47,42,28
E02005435,0,25,13,10,21,44,51,27
E02005436,5,26,14,14,22,50,33,39
E02005437,2,19,13,8,20,81,61,46
E02005438,2,15,5,6,25,40,36,24
E02005439,34,68,158,21,91,93,49,35
E02005440,4,18,8,13,14,33,32,33
E02005441,10,27,20,18,35,69,50,27
E02005442,5,23,16,16,29,62,36,52
E02005443,9,33,23,13,25,61,45,30
E02005444,20,95,60,30,66,83,89,65
E02005445,23,61,48,24,86,138,130,127
E02005446,26,63,43,17,31,76,45,15
E02005447,6,58,29,15,44,109,65,47
E02005448,9,27,23,23,45,64,68,46
E02005449,10,49,32,17,40,81,40,21
E02005450,8,37,33,13,43,63,45,25
E02005451,11,27,26,24,47,79,59,63
E02005452,10,45,35,31,47,90,64,42
E02005453,13,58,32,18,46,61,35,23
E02005455,16,52,42,24,51,66,57,21
E02005456,17,62,121,10,69,50,65,28
E02005457,5,21,28,14,46,59,34,21
E02005458,5,16,17,9,32,37,16,14
E02005459,4,20,19,11,36,45,35,42
E02005460,31,35,46,6,32,33,26,28
E02005461,5,20,19,13,19,36,26,19
E02005462,9,44,35,21,73,89,59,42
E02005463,7,36,36,11,47,65,45,19
E02005464,8,18,19,13,25,66,29,32
E02006866,8,33,28,16,40,54,49,22
E02006867,11,28,24,13,32,48,35,8
E02005465,8,36,24,10,45,62,50,25
E02005466,5,9,14,15,32,63,39,23
E02005467,11,28,13,11,36,47,46,28
E02005468,4,38,16,13,31,47,27,28
E02005469,7,19,14,11,42,43,51,23
E02005470,13,36,26,19,52,108,127,29
E02005471,8,25,17,10,33,86,121,27
E02005472,3,22,19,18,64,100,68,38
E02005473,13,38,17,21,61,77,88,28
E02005474,6,32,15,14,34,33,26,27
E02005475,3,22,22,14,18,35,44,14
E02005476,6,27,9,5,22,29,28,25
E02005477,12,24,18,11,27,39,32,13
E02005478,8,37,21,18,33,81,74,51
E02005479,14,29,23,16,37,55,58,13
E02005480,3,18,14,11,44,74,66,56
E02005481,17,45,39,19,67,108,107,42
E02005482,11,39,33,15,43,51,39,24
E02005483,4,24,19,20,30,48,40,12
